id,vil_code,vil_name,com_code,dis_code,pro_code,xcoor,ycoor,lattitude,longtitute,created_at,updated_at,deleted_at
1,1020101,Ou Thum,10201,102,1,287800,1494700,13.5129,103.039,"","",""
2,1020102,Phnum,10201,102,1,285900,1494700,13.5127,103.022,"","",""
3,1020103,Banteay Neang,10201,102,1,285900,1494300,13.5091,103.022,"","",""
4,1020104,Kouk Pnov,10201,102,1,284900,1493500,13.5018,103.013,"","",""
5,1020105,Trang,10201,102,1,285000,1494100,13.5072,103.014,"","",""
6,1020106,Pongro,10201,102,1,284539,1493168,13.4988,103.009,"","",""
10,1020110,Samraong Pen,10201,102,1,287400,1492100,13.4893,103.036,"","",""
11,1020111,Dang Run Lech,10201,102,1,287756,1492246,13.4907,103.039,"","",""
12,1020112,Dang Run Kaeut,10201,102,1,288700,1492700,13.4948,103.048,"","",""
136,1021106,Soea,10211,102,1,276100,1481400,13.3918,102.932,"","",""
137,1021107,Boeng Touch,10211,102,1,276000,1481600,13.3936,102.931,"","",""
138,1021108,Phlov Damrei Leu,10211,102,1,276289,1482009,13.3973,102.934,"","",""
7,1020107,Kouk Tonloab,10201,102,1,285500,1491800,13.4865,103.018,"","",""
8,1020108,Trabaek,10201,102,1,286900,1491900,13.4875,103.031,"","",""
9,1020109,Khile,10201,102,1,286600,1491600,13.4848,103.029,"","",""
13,1020113,Ou Snguot,10201,102,1,285700,1489300,13.4639,103.02,"","",""
14,1020114,Prey Changha Lech,10201,102,1,286925,1489364,13.4646,103.032,"","",""
15,1020115,Prey Changha Kaeut,10201,102,1,287488,1489386,13.4648,103.037,"","",""
16,1020116,Ou Andoung Lech,10201,102,1,287790,1489419,13.4651,103.04,"","",""
17,1020117,Ou Andoung Kandal,10201,102,1,288292,1489214,13.4633,103.044,"","",""
18,1020118,Ou Andoung Kaeut,10201,102,1,289814,1489522,13.4662,103.058,"","",""
19,1020119,Kouk Kduoch,10201,102,1,291700,1489700,13.4679,103.076,"","",""
20,1020201,Khtum Reay Lech,10202,102,1,282800,1493600,13.5025,102.993,"","",""
21,1020202,Khtum Reay Kaeut,10202,102,1,282883,1493308,13.4999,102.994,"","",""
22,1020203,Anlong Thngan Kaeut,10202,102,1,282700,1494500,13.5107,102.992,"","",""
23,1020204,Anlong Thngan Lech,10202,102,1,282500,1494600,13.5116,102.99,"","",""
24,1020205,Bang Bat Lech,10202,102,1,282900,1495700,13.5215,102.994,"","",""
25,1020206,Bang Bat Kaeut,10202,102,1,283100,1495700,13.5215,102.996,"","",""
26,1020207,Bat Trang,10202,102,1,283000,1496600,13.5297,102.995,"","",""
27,1020208,Bat Trang Thum Lech,10202,102,1,282500,1496900,13.5323,102.99,"","",""
166,1030106,Chrab,10301,103,1,327300,1529500,13.83,103.402,"","",""
167,1030107,Kantuot,10301,103,1,327400,1530400,13.8381,103.403,"","",""
168,1030108,Nam Tau,10301,103,1,327400,1531100,13.8445,103.403,"","",""
169,1030109,Pongro,10301,103,1,327260,1531785,13.8506,103.402,"","",""
170,1030110,Samraong,10301,103,1,328500,1534900,13.8789,103.413,"","",""
171,1030111,Khnang,10301,103,1,329600,1536400,13.8925,103.423,"","",""
172,1030112,Thnong Khang Tboung,10301,103,1,330165,1537412,13.9017,103.428,"","",""
173,1030113,Thnong Khang Cheung,10301,103,1,331100,1538500,13.9116,103.437,"","",""
174,1030114,Slaeng,10301,103,1,326100,1526200,13.8001,103.391,"","",""
175,1030115,Takung,10301,103,1,324287,1531797,13.8506,103.374,"","",""
176,1030116,Yeang Otdam,10301,103,1,322699,1530598,13.8396,103.36,"","",""
177,1030117,Ampil Kaong,10301,103,1,323876,1532160,13.8538,103.37,"","",""
328,1060504,Prohut,10605,106,1,279400,1501600,13.5746,102.961,"","",""
329,1060505,Ou Ambel,10605,106,1,279472,1502392,13.5817,102.962,"","",""
330,1060601,Kantuot,10606,106,1,285000,1503500,13.5922,103.013,"","",""
331,1060602,Kampring,10606,106,1,286300,1503000,13.5878,103.025,"","",""
332,1060603,Phniet,10606,106,1,287800,1503100,13.5888,103.039,"","",""
333,1060604,Neak Ta,10606,106,1,288400,1502600,13.5843,103.044,"","",""
334,1060605,Thmei,10606,106,1,288736,1502719,13.5854,103.047,"","",""
335,1060606,Bangruh,10606,106,1,290500,1501800,13.5772,103.064,"","",""
336,1060607,Sala Krau,10606,106,1,289200,1506600,13.6205,103.051,"","",""
337,1060701,Chak,10607,106,1,282800,1503118,13.5886,102.993,"","",""
338,1060702,Phum Muoy,10607,106,1,281482,1503036,13.5877,102.98,"","",""
339,1060703,Phum Bei,10607,106,1,281300,1502600,13.5838,102.979,"","",""
340,1060704,Phum Buon,10607,106,1,281742,1501565,13.5744,102.983,"","",""
341,1060705,Prey Ruessei,10607,106,1,282100,1501600,13.5748,102.986,"","",""
342,1060706,Preah Ponlea,10607,106,1,282300,1502500,13.5829,102.988,"","",""
343,1060707,Kbal Spean,10607,106,1,282200,1500000,13.5603,102.987,"","",""
344,1060801,Keab,10608,106,1,277400,1501900,13.5771,102.943,"","",""
345,1060802,Tumnob Chrey,10608,106,1,276700,1501900,13.5771,102.936,"","",""
28,1020209,Bat Trang Thum Kaeut,10202,102,1,282800,1497000,13.5333,102.993,"","",""
29,1020210,Bang Bat Touch,10202,102,1,282700,1497800,13.5405,102.992,"","",""
30,1020211,Preaek Chik,10202,102,1,282300,1498600,13.5477,102.988,"","",""
31,1020301,Pralay Char,10203,102,1,279095,1487835,13.4502,102.96,"","",""
32,1020302,Rongvean Lech,10203,102,1,277867,1487797,13.4497,102.948,"","",""
33,1020303,Rongvean Kaeut,10203,102,1,279635,1487537,13.4475,102.965,"","",""
34,1020304,Chamnaom Lech,10203,102,1,277074,1487378,13.4459,102.941,"","",""
35,1020305,Chamnaom Kaeut,10203,102,1,276800,1486800,13.4406,102.938,"","",""
36,1020306,Roung Kou Daeum,10203,102,1,276500,1486000,13.4334,102.936,"","",""
37,1020307,Roung Kou Kandal,10203,102,1,279700,1484600,13.421,102.965,"","",""
38,1020308,Roung Kou Chong,10203,102,1,276500,1485800,13.4316,102.936,"","",""
39,1020309,Peam Roung Kou,10203,102,1,276500,1485500,13.4289,102.936,"","",""
40,1020310,Ta Sal,10203,102,1,276776,1484690,13.4216,102.938,"","",""
41,1020311,Chuor Khchas,10203,102,1,276455,1483834,13.4138,102.935,"","",""
42,1020312,Boeng Tras,10203,102,1,278600,1483400,13.4101,102.955,"","",""
43,1020313,Dang Trang,10203,102,1,280100,1483100,13.4075,102.969,"","",""
44,1020314,Srae Prey,10203,102,1,281600,1483900,13.4148,102.983,"","",""
45,1020315,Bos Tonloab,10203,102,1,280500,1485900,13.4328,102.973,"","",""
46,1020316,Ta  Bun,10203,102,1,279200,1484600,13.4209,102.961,"","",""
47,1020317,Kouk Ponley,10203,102,1,280700,1486500,13.4382,102.974,"","",""
48,1020318,Say Samaon,10203,102,1,266329,1487427,13.4455,102.842,"","",""
49,1020319,Damnak Preah Angk,10203,102,1,266370,1490636,13.4745,102.842,"","",""
50,1020401,Kouk Ballangk,10204,102,1,292726,1489545,13.4666,103.085,"","",""
51,1020402,Ta An,10204,102,1,293631,1489695,13.468,103.094,"","",""
52,1020403,Pralay Chrey,10204,102,1,294089,1489723,13.4683,103.098,"","",""
53,1020404,Cheung Chab,10204,102,1,294739,1490041,13.4712,103.104,"","",""
54,1020405,Phat Sandaong,10204,102,1,295306,1489932,13.4703,103.109,"","",""
55,1020406,Char Thmei,10204,102,1,296704,1490024,13.4712,103.122,"","",""
56,1020407,Ph'av Thmei,10204,102,1,297800,1490500,13.4756,103.132,"","",""
57,1020408,Ta Sal,10204,102,1,301120,1490921,13.4796,103.163,"","",""
58,1020501,Koy Maeng,10205,102,1,294300,1498800,13.5504,103.099,"","",""
59,1020502,Sdei Leu,10205,102,1,292687,1498222,13.545,103.084,"","",""
60,1020503,Phlov Siem,10205,102,1,293737,1498581,13.5484,103.094,"","",""
61,1020504,Ta Nong,10205,102,1,294092,1499012,13.5523,103.097,"","",""
62,1020505,Angkar Khmau,10205,102,1,295800,1499100,13.5532,103.113,"","",""
63,1020506,Kasang Thmei,10205,102,1,296300,1499500,13.5568,103.118,"","",""
64,1020507,Stueng Chas,10205,102,1,294900,1498900,13.5513,103.105,"","",""
65,1020508,Sdei Kraom,10205,102,1,293232,1498420,13.5469,103.089,"","",""
66,1020601,Phnum Thum Tboung,10206,102,1,285523,1485515,13.4297,103.019,"","",""
67,1020602,Phnum Prasat,10206,102,1,285523,1486876,13.442,103.019,"","",""
68,1020603,Phnum Thum Cheung,10206,102,1,285331,1486941,13.4426,103.017,"","",""
69,1020604,Chamkar Louk,10206,102,1,284548,1487099,13.4439,103.01,"","",""
70,1020605,Phnum Thum Thmei,10206,102,1,285698,1487607,13.4486,103.021,"","",""
71,1020606,Anlong Sdei,10206,102,1,286400,1487400,13.4468,103.027,"","",""
72,1020607,Kouk Thnong Kaeut,10206,102,1,287700,1487200,13.4451,103.039,"","",""
73,1020608,Kouk Thnong Kandal,10206,102,1,287100,1487300,13.4459,103.034,"","",""
74,1020609,Ou Snguot,10206,102,1,285100,1489200,13.463,103.015,"","",""
75,1020610,Ou Prasat,10206,102,1,283800,1489500,13.4656,103.003,"","",""
76,1020611,Kouk Ampil,10206,102,1,284497,1490167,13.4716,103.009,"","",""
77,1020612,Ra Chamkar Chek,10206,102,1,284986,1488223,13.4541,103.014,"","",""
78,1020613,Pou Rieng,10206,102,1,284866,1490905,13.4783,103.013,"","",""
1935,3070805,Chrouy Krabau Ti Muoy,30708,307,3,513897,1311669,11.8654,105.128,"","",""
80,1020701,Phnum Touch Tboung,10207,102,1,286000,1482500,13.4025,103.024,"","",""
81,1020702,Phnum Touch Cheung,10207,102,1,285900,1483100,13.4079,103.023,"","",""
82,1020703,Thnal Bat,10207,102,1,285700,1484800,13.4232,103.021,"","",""
83,1020704,Ou Nhor,10207,102,1,286100,1481600,13.3943,103.025,"","",""
84,1020705,Boeng Tras,10207,102,1,284100,1485500,13.4294,103.006,"","",""
85,1020706,Monourom,10207,102,1,284600,1483300,13.4096,103.011,"","",""
86,1020707,Paoy Ta Sek,10207,102,1,287995,1481622,13.3947,103.042,"","",""
87,1020708,Prey Totueng,10207,102,1,287427,1484635,13.4219,103.037,"","",""
88,1020709,Boeng Reang,10207,102,1,285100,1482700,13.4042,103.015,"","",""
89,1020710,Voat Thmei,10207,102,1,285700,1484000,13.416,103.021,"","",""
90,1020801,Pou Pir Daeum,10208,102,1,282300,1492500,13.4926,102.989,"","",""
91,1020802,Rohat Tuek,10208,102,1,282300,1491500,13.4835,102.989,"","",""
92,1020803,Thnal Bat,10208,102,1,282339,1490999,13.479,102.989,"","",""
93,1020804,Kramol,10208,102,1,281300,1490900,13.478,102.98,"","",""
94,1020805,Khtum Chrum,10208,102,1,281838,1489811,13.4682,102.985,"","",""
95,1020806,Chak Lech,10208,102,1,279600,1489900,13.4689,102.964,"","",""
96,1020807,Doun Mul,10208,102,1,280462,1489269,13.4632,102.972,"","",""
97,1020808,Preaek Samraong,10208,102,1,279800,1488900,13.4599,102.966,"","",""
98,1020809,Ou Dangkao,10208,102,1,282100,1488200,13.4537,102.987,"","",""
99,1020810,Chamkar Chek,10208,102,1,281500,1488000,13.4518,102.982,"","",""
100,1020811,Ou Chuob,10208,102,1,281500,1487300,13.4455,102.982,"","",""
101,1020812,Ka Svay,10208,102,1,282662,1485761,13.4317,102.993,"","",""
102,1020813,Chak Kaeut,10208,102,1,280322,1489996,13.4698,102.971,"","",""
103,1020901,Anhchanh,10209,102,1,288375,1497476,13.538,103.045,"","",""
104,1020902,Neang Ket,10209,102,1,284500,1497900,13.5415,103.009,"","",""
105,1020903,Praek Ropov,10209,102,1,283900,1498500,13.5469,103.003,"","",""
106,1020904,Sala Daeng,10209,102,1,284600,1498300,13.5452,103.01,"","",""
107,1020905,Samraong,10209,102,1,287000,1497900,13.5417,103.032,"","",""
108,1020906,Anlong Mean Troap,10209,102,1,289890,1497478,13.5381,103.059,"","",""
109,1020907,Chamkar Ta Daok,10209,102,1,286018,1496366,13.5278,103.023,"","",""
110,1020908,Pralay Luong Kraom,10209,102,1,288300,1497300,13.5364,103.044,"","",""
111,1020909,Luong,10209,102,1,287400,1497100,13.5345,103.036,"","",""
112,1020910,Ou Ta Kol,10209,102,1,289613,1497569,13.5389,103.056,"","",""
113,1020911,Pralay Luong Leu,10209,102,1,287758,1497129,13.5348,103.039,"","",""
114,1020912,Kouk Svay,10209,102,1,286500,1497400,13.5372,103.027,"","",""
115,1020913,Ou Ta Ma,10209,102,1,291738,1498248,13.5452,103.076,"","",""
116,1020914,Kaoh Kaev,10209,102,1,286300,1497900,13.5417,103.025,"","",""
117,1020915,Phasi Sra,10209,102,1,287384,1497547,13.5386,103.035,"","",""
118,1020916,Ruessei Kraok,10209,102,1,286700,1497600,13.539,103.029,"","",""
119,1020917,Chumteav,10209,102,1,286100,1495800,13.5227,103.024,"","",""
120,1021001,Chhnaeum Meas,10210,102,1,303200,1490500,13.476,103.182,"","",""
121,1021002,Sranal,10210,102,1,303400,1490200,13.4733,103.184,"","",""
122,1021003,La,10210,102,1,303800,1489900,13.4706,103.188,"","",""
123,1021004,Ta Meaeng Pok,10210,102,1,304400,1490000,13.4715,103.193,"","",""
124,1021005,Sambuor,10210,102,1,305400,1489000,13.4626,103.202,"","",""
125,1021006,Doun Loek,10210,102,1,308200,1487800,13.4519,103.228,"","",""
126,1021007,Kbal Krabei,10210,102,1,308600,1487400,13.4483,103.232,"","",""
127,1021008,Srah Chhuk,10210,102,1,309000,1487500,13.4492,103.236,"","",""
128,1021009,Srae Prey,10210,102,1,309600,1487400,13.4484,103.241,"","",""
129,1021010,Chaek Angkar,10210,102,1,310600,1484800,13.4249,103.251,"","",""
130,1021011,Thma Dab,10210,102,1,309600,1483500,13.4131,103.242,"","",""
131,1021101,Ta Mau,10211,102,1,276269,1478735,13.3677,102.934,"","",""
132,1021102,Ansam Chek,10211,102,1,276000,1478900,13.3692,102.932,"","",""
133,1021103,Tnaot,10211,102,1,276329,1479309,13.3729,102.935,"","",""
134,1021104,Buor,10211,102,1,276537,1480163,13.3807,102.937,"","",""
135,1021105,Bos Laok,10211,102,1,276750,1480772,13.3862,102.938,"","",""
139,1021109,Phlov Damrei Kraom,10211,102,1,276571,1482500,13.4018,102.937,"","",""
140,1021110,Ou Soea,10211,102,1,277500,1482100,13.3982,102.945,"","",""
141,1021111,Kouk Samraong,10211,102,1,282000,1480000,13.3796,102.987,"","",""
142,1021112,Ballangk Chrey,10211,102,1,260889,1483716,13.4115,102.792,"","",""
143,1021113,Ou Chuob Thmei,10211,102,1,259570,1484667,13.42,102.78,"","",""
144,1021201,Ta In Muoy,10212,102,1,289574,1493214,13.4996,103.056,"","",""
145,1021202,Ta In Pir,10212,102,1,290114,1493351,13.5008,103.061,"","",""
146,1021203,Krouch,10212,102,1,290462,1493428,13.5015,103.064,"","",""
147,1021204,Chamkar Chek,10212,102,1,290811,1493537,13.5026,103.067,"","",""
148,1021205,Srah Reang,10212,102,1,291700,1493300,13.5005,103.076,"","",""
149,1021206,Ta Chan,10212,102,1,292300,1493100,13.4987,103.081,"","",""
150,1021207,Kouk Srok,10212,102,1,293100,1493000,13.4979,103.088,"","",""
151,1021208,Kouk Chrab,10212,102,1,294100,1492800,13.4961,103.098,"","",""
152,1021209,Kouk Krasang,10212,102,1,294700,1493100,13.4989,103.103,"","",""
153,1021301,Preah Srae,10213,102,1,288700,1495000,13.5156,103.048,"","",""
154,1021302,Ta Lam Kandal,10213,102,1,289500,1495100,13.5166,103.055,"","",""
155,1021303,Ta Lam Chong,10213,102,1,292478,1495601,13.5213,103.083,"","",""
156,1021304,Boeng Khleang Lech,10213,102,1,296100,1494700,13.5134,103.116,"","",""
157,1021305,Chong Kouk,10213,102,1,294800,1495300,13.5188,103.104,"","",""
158,1021306,Boeng Khleang Kaeut,10213,102,1,296900,1495100,13.5171,103.123,"","",""
159,1021307,Khla Kham Chhkae,10213,102,1,299261,1494981,13.5162,103.145,"","",""
160,1021308,Boeng Veaeng,10213,102,1,300041,1492500,13.4938,103.153,"","",""
161,1030101,Rongvean,10301,103,1,329817,1524507,13.785,103.426,"","",""
162,1030102,Thmei Khang Tboung,10301,103,1,327375,1527703,13.8138,103.403,"","",""
163,1030103,Thmei Khang Cheung,10301,103,1,326429,1527577,13.8126,103.394,"","",""
164,1030104,Kouk Yeang,10301,103,1,326219,1528253,13.8187,103.392,"","",""
165,1030105,Kouk Chas,10301,103,1,327600,1528700,13.8228,103.405,"","",""
178,1030118,Kong Siem,10301,103,1,323465,1531755,13.8501,103.367,"","",""
179,1030201,Paoy Snuol,10302,103,1,318316,1522164,13.7631,103.32,"","",""
180,1030202,Paoy Char,10302,103,1,317778,1522287,13.7642,103.315,"","",""
181,1030203,Trapeang Thma Tboung,10302,103,1,318104,1523187,13.7724,103.317,"","",""
182,1030204,Trapeang Thma Cheung,10302,103,1,318306,1524347,13.7829,103.319,"","",""
183,1030205,Trapeang Thma Kandal,10302,103,1,318118,1523702,13.777,103.318,"","",""
184,1030206,Paoy Ta Ong,10302,103,1,318519,1525031,13.7891,103.321,"","",""
185,1030207,Sambuor,10302,103,1,319600,1527200,13.8087,103.331,"","",""
186,1030208,Pongro,10302,103,1,319800,1528200,13.8178,103.333,"","",""
187,1030301,Ta Vong,10303,103,1,308700,1522800,13.7683,103.231,"","",""
188,1030302,Ponley,10303,103,1,304500,1527400,13.8095,103.191,"","",""
189,1030303,Svay Sa,10303,103,1,304200,1520800,13.7499,103.189,"","",""
190,1030304,Svay Khmau,10303,103,1,307300,1523800,13.7772,103.218,"","",""
191,1030305,Kouk Ta Sokh,10303,103,1,309500,1521700,13.7584,103.238,"","",""
192,1030306,Pou Roam Bon,10303,103,1,310600,1518800,13.7322,103.248,"","",""
193,1030401,Rouk,10304,103,1,328400,1514900,13.6981,103.413,"","",""
194,1030402,Mukh Chhneang,10304,103,1,329304,1517727,13.7237,103.421,"","",""
195,1030403,Spean,10304,103,1,330800,1513000,13.6811,103.436,"","",""
196,1030404,Kouk Char,10304,103,1,329900,1512500,13.6765,103.427,"","",""
197,1030405,Kandaol,10304,103,1,328738,1511919,13.6712,103.417,"","",""
198,1030406,Pongro,10304,103,1,328144,1511241,13.665,103.411,"","",""
199,1030501,Moat Srah,10305,103,1,320500,1519900,13.7428,103.34,"","",""
200,1030502,Srah Chhuk Khang Lech,10305,103,1,319622,1519901,13.7428,103.332,"","",""
201,1030503,Srah Chik,10305,103,1,320386,1519237,13.7368,103.339,"","",""
202,1030504,Kouk Kraol,10305,103,1,319200,1516400,13.7111,103.328,"","",""
203,1030505,Kouk Rumchek,10305,103,1,317600,1512800,13.6785,103.314,"","",""
204,1030506,Kouk Ta Reach,10305,103,1,320200,1517200,13.7184,103.337,"","",""
205,1030507,Kandal Khang Lech,10305,103,1,320848,1519200,13.7365,103.343,"","",""
206,1030508,Kandal Khang Kaeut,10305,103,1,321300,1519200,13.7365,103.347,"","",""
207,1030509,Srah Chhuk Khang Kaeut,10305,103,1,321300,1520000,13.7438,103.347,"","",""
208,1030601,Phnum Dei,10306,103,1,323356,1519019,13.735,103.366,"","",""
209,1030602,Ponley,10306,103,1,325200,1525400,13.7928,103.383,"","",""
210,1030603,Kouk Seh,10306,103,1,323000,1520200,13.7457,103.363,"","",""
211,1030604,Thnal Dach,10306,103,1,322319,1520409,13.7475,103.357,"","",""
212,1030605,Bos Sbov,10306,103,1,322600,1517300,13.7194,103.359,"","",""
213,1030606,Trapeang Prei,10306,103,1,324100,1519300,13.7376,103.373,"","",""
214,1030607,Kamping Puoy,10306,103,1,324200,1523700,13.7774,103.374,"","",""
215,1030608,Spean Khmeng,10306,103,1,324205,1518561,13.7309,103.374,"","",""
216,1030609,Trang,10306,103,1,321119,1519979,13.7434,103.353,"","",""
217,1030610,Khcheay,10306,103,1,328125,1522944,13.7711,103.406,"","",""
218,1040101,Samraong Touch,10401,104,1,295500,1508500,13.6381,103.11,"","",""
219,1040102,Pongro,10401,104,1,296870,1507878,13.6326,103.122,"","",""
220,1040103,Thma Koul,10401,104,1,295700,1508200,13.6354,103.111,"","",""
221,1040104,Proput,10401,104,1,294300,1509700,13.6489,103.098,"","",""
222,1040105,Bantoat Baoh,10401,104,1,295000,1509900,13.6507,103.105,"","",""
223,1040106,Kouk Treas,10401,104,1,295800,1507500,13.6291,103.112,"","",""
224,1040107,Chhnuor,10401,104,1,295700,1507800,13.6318,103.111,"","",""
225,1040108,Samraong Thum,10401,104,1,293300,1509800,13.6497,103.089,"","",""
226,1040109,Ruessei Khang,10401,104,1,295100,1508800,13.6408,103.106,"","",""
227,1040110,Ruessei Kandal,10401,104,1,295300,1508200,13.6354,103.108,"","",""
228,1040111,Rompeak,10401,104,1,296300,1506400,13.6192,103.117,"","",""
229,1040112,Kouk Trach,10401,104,1,296186,1507357,13.6278,103.116,"","",""
230,1040201,Chob,10402,104,1,303700,1506600,13.6215,103.185,"","",""
231,1040202,Roul Chruk,10402,104,1,304400,1507000,13.6252,103.192,"","",""
232,1040203,Prasat,10402,104,1,304900,1507500,13.6297,103.196,"","",""
233,1040204,Krasang Thmei,10402,104,1,305500,1508400,13.6379,103.202,"","",""
234,1040205,Pradak,10402,104,1,305900,1509700,13.6497,103.206,"","",""
235,1040206,Chreab Thmei,10402,104,1,305000,1512000,13.6704,103.197,"","",""
236,1040207,Chreab Chas,10402,104,1,303200,1513000,13.6793,103.18,"","",""
237,1040208,Kak,10402,104,1,299100,1511600,13.6664,103.143,"","",""
238,1040209,Kouk Lun,10402,104,1,299900,1507200,13.6267,103.15,"","",""
239,1040210,Phnum Chonhcheang,10402,104,1,302363,1506693,13.6223,103.173,"","",""
240,1040211,Chakkrei,10402,104,1,303519,1506412,13.6198,103.184,"","",""
241,1040301,Phnum Lieb Kaeut,10403,104,1,323019,1502772,13.5881,103.364,"","",""
242,1040302,Phnum Lieb Lech,10403,104,1,322700,1503400,13.5938,103.361,"","",""
243,1040303,Troyoung,10403,104,1,320045,1502580,13.5862,103.337,"","",""
244,1040304,Tro Louk Cheung,10403,104,1,320400,1501600,13.5774,103.34,"","",""
245,1040305,Tro Louk Lech,10403,104,1,319500,1500800,13.5701,103.332,"","",""
246,1040306,Tro Louk Tboung,10403,104,1,320700,1500400,13.5666,103.343,"","",""
247,1040307,Laote,10403,104,1,320600,1505300,13.6109,103.342,"","",""
248,1040308,Rumduol,10403,104,1,318000,1504300,13.6017,103.318,"","",""
249,1040309,Pring Chou,10403,104,1,316700,1503400,13.5934,103.306,"","",""
250,1040310,Kantrab,10403,104,1,316000,1503200,13.5916,103.299,"","",""
251,1040311,Tnaot,10403,104,1,315600,1502600,13.5861,103.296,"","",""
252,1040312,Anlong Sar,10403,104,1,315200,1502100,13.5816,103.292,"","",""
253,1040313,Kandaol,10403,104,1,313600,1499800,13.5607,103.277,"","",""
254,1040314,Kambaor,10403,104,1,315000,1496400,13.5301,103.291,"","",""
255,1040315,Kabau,10403,104,1,312200,1487200,13.4467,103.265,"","",""
256,1040316,Kampong Krasang,10403,104,1,312100,1486200,13.4377,103.264,"","",""
257,1040401,Char,10404,104,1,328200,1498300,13.548,103.412,"","",""
258,1040402,Bat Trang,10404,104,1,327374,1486812,13.4441,103.405,"","",""
259,1040403,Sampov Lun,10404,104,1,328949,1497677,13.5424,103.419,"","",""
260,1040404,Phlov Leav,10404,104,1,328900,1496700,13.5336,103.419,"","",""
261,1040405,Ta Am,10404,104,1,327100,1489962,13.4726,103.403,"","",""
262,1040406,Ampil,10404,104,1,328500,1495900,13.5264,103.415,"","",""
263,1040407,Kandal,10404,104,1,328500,1495400,13.5218,103.415,"","",""
264,1040408,Thmei,10404,104,1,328300,1494900,13.5173,103.413,"","",""
265,1040409,Ovmal,10404,104,1,328600,1494300,13.5119,103.416,"","",""
266,1040410,Tonloab,10404,104,1,327800,1494000,13.5091,103.409,"","",""
267,1040411,Kien Banteay,10404,104,1,328000,1493000,13.5001,103.411,"","",""
268,1040412,Prasat,10404,104,1,327500,1492700,13.4974,103.406,"","",""
269,1040413,Anlong Sa,10404,104,1,327400,1492000,13.491,103.405,"","",""
270,1040414,Kampream,10404,104,1,327200,1491200,13.4838,103.404,"","",""
271,1040501,Paoy Kdoeang,10405,104,1,301996,1503859,13.5966,103.17,"","",""
272,1040502,Cheung Voat,10405,104,1,303500,1503100,13.5899,103.184,"","",""
273,1040503,Kandal,10405,104,1,303100,1503000,13.5889,103.18,"","",""
274,1040504,Post Chas,10405,104,1,302700,1503000,13.5889,103.176,"","",""
275,1040505,Paoy Samraong,10405,104,1,302300,1503200,13.5907,103.173,"","",""
276,1040506,Paoy Pring,10405,104,1,301355,1503375,13.5922,103.164,"","",""
277,1040507,Ta Paen,10405,104,1,301300,1504000,13.5978,103.163,"","",""
278,1040508,Sreh Kaeut,10405,104,1,301600,1500400,13.5653,103.166,"","",""
279,1040509,Sreh Lech,10405,104,1,300300,1500700,13.568,103.154,"","",""
490,2010801,Paoy Svay,20108,201,2,290100,1443000,13.0458,103.064,"","",""
491,2010802,Ta Kream,20108,201,2,290000,1444500,13.0593,103.063,"","",""
492,2010803,Thmei,20108,201,2,289600,1445700,13.0702,103.06,"","",""
493,2010804,Ou Pong Moan,20108,201,2,286781,1447235,13.0838,103.033,"","",""
494,2010805,Ta Ngaen,20108,201,2,281372,1446413,13.076,102.984,"","",""
495,2010806,Prey Phdau,20108,201,2,285600,1450200,13.1105,103.022,"","",""
496,2010807,Ou Ta Nhea,20108,201,2,284053,1447468,13.0857,103.008,"","",""
497,2010808,Dangkot Thnong,20108,201,2,276753,1448793,13.0972,102.941,"","",""
498,2010809,Andong Neang,20108,201,2,275233,1448449,13.094,102.927,"","",""
499,2010810,Anglong Svay,20108,201,2,275973,1444989,13.0628,102.934,"","",""
500,2010811,Slab Pang,20108,201,2,273376,1441956,13.0352,102.91,"","",""
501,2020101,Thma Koul Tboung,20201,202,2,293600,1467500,13.2674,103.095,"","",""
502,2020102,Paoy Yong,20201,202,2,293700,1466600,13.2593,103.096,"","",""
503,2020103,Kaksekam,20201,202,2,293700,1465700,13.2512,103.096,"","",""
504,2020104,Paoy Samraong,20201,202,2,294800,1463500,13.2314,103.106,"","",""
280,1040510,Kouk Srok,10405,104,1,300800,1501400,13.5743,103.159,"","",""
281,1040511,Sramaoch,10405,104,1,297200,1500400,13.565,103.126,"","",""
282,1040512,Peam Sreh,10405,104,1,298300,1498800,13.5506,103.136,"","",""
283,1040513,Doun Chraeng,10405,104,1,300858,1494500,13.512,103.16,"","",""
284,1040601,Rohal,10406,104,1,309200,1506000,13.6165,103.236,"","",""
285,1040602,Sala Chheh,10406,104,1,308400,1505900,13.6155,103.229,"","",""
286,1040603,Chak,10406,104,1,307700,1505600,13.6127,103.222,"","",""
287,1040604,Tep Kaosar,10406,104,1,306200,1506400,13.6199,103.209,"","",""
288,1040605,Snay,10406,104,1,305978,1505498,13.6117,103.207,"","",""
289,1040606,Anlong Thmei,10406,104,1,306107,1507500,13.6298,103.208,"","",""
290,1040607,Popel,10406,104,1,307500,1508800,13.6416,103.22,"","",""
291,1040608,Paoy Svay,10406,104,1,308600,1508100,13.6354,103.231,"","",""
292,1040609,Ruessei,10406,104,1,309200,1507400,13.6291,103.236,"","",""
293,1040610,Prey Moan,10406,104,1,314000,1505300,13.6104,103.281,"","",""
294,1040611,Stueng Kambot,10406,104,1,306600,1490000,13.4717,103.213,"","",""
295,1040701,Bantoat Baoh,10407,104,1,311800,1515200,13.6998,103.26,"","",""
296,1040702,Tean Kam Lech,10407,104,1,308500,1516600,13.7122,103.229,"","",""
297,1040703,Tean Kam Cheung,10407,104,1,309100,1516800,13.7141,103.235,"","",""
