id,vil_code,vil_name,com_code,dis_code,pro_code,xcoor,ycoor,lattitude,longtitute,created_at,updated_at,deleted_at
3973,5011404,Ou Preal,50114,501,5,452555,1241155,11.2274,104.565,"","",""
3974,5011405,Prey Dob,50114,501,5,451589,1239426,11.2117,104.557,"","",""
3975,5011406,Slaeng,50114,501,5,456257,1240893,11.225,104.599,"","",""
3976,5011407,Trapeang Sya,50114,501,5,456188,1241404,11.2297,104.599,"","",""
3977,5011408,Srae Pring,50114,501,5,453704,1241150,11.2273,104.576,"","",""
3978,5011409,Thlok,50114,501,5,453708,1239953,11.2165,104.576,"","",""
3979,5011410,Slab Leaeng,50114,501,5,454735,1239406,11.2116,104.585,"","",""
3980,5011411,Kreul,50114,501,5,451208,1239701,11.2142,104.553,"","",""
3981,5011412,Tuol,50114,501,5,452630,1240544,11.2218,104.566,"","",""
3982,5011413,Khnar Ta Nong,50114,501,5,451887,1238730,11.2054,104.559,"","",""
3983,5011414,Kandieng,50114,501,5,454623,1240917,11.2252,104.584,"","",""
3984,5011501,Tnaot Mdaeum,50115,501,5,445996,1234675,11.1687,104.505,"","",""
3985,5011502,Prey Ba Krong,50115,501,5,445875,1235045,11.172,104.504,"","",""
3986,5011503,Boeng,50115,501,5,445369,1235578,11.1768,104.5,"","",""
3987,5011504,Trapeang Veaeng,50115,501,5,444181,1236741,11.1873,104.489,"","",""
3988,5011505,Khnang Phum,50115,501,5,444095,1239273,11.2102,104.488,"","",""
3989,5011506,Thnal Dach,50115,501,5,445721,1238051,11.1992,104.503,"","",""
3990,5011507,Thnal,50115,501,5,445352,1237736,11.1963,104.499,"","",""
3991,5011508,Khlouk,50115,501,5,446931,1238091,11.1996,104.514,"","",""
3992,5011509,Trapeang Prei,50115,501,5,446537,1239512,11.2124,104.51,"","",""
3993,5020101,Ta Mol,50201,502,5,444434,1269664,11.4851,104.491,"","",""
3994,5020102,Phkong,50201,502,5,441728,1271151,11.4985,104.466,"","",""
3995,5020103,Trapeang Leuk,50201,502,5,445460,1271080,11.4979,104.5,"","",""
3996,5020104,Pech Sangvar,50201,502,5,446516,1271166,11.4987,104.51,"","",""
3997,5020105,Angk Prasat,50201,502,5,447012,1270377,11.4916,104.514,"","",""
3998,5020106,Roluos,50201,502,5,446686,1269526,11.4839,104.511,"","",""
3999,5020108,Borei Kammeakkar,50201,502,5,446595,1268540,11.4749,104.51,"","",""
4000,5020109,Chamkar Doung,50201,502,5,445981,1267366,11.4643,104.505,"","",""
4001,5020110,Sambuor,50201,502,5,446169,1266866,11.4598,104.506,"","",""
4002,5020111,Phnum Dei,50201,502,5,445664,1266223,11.454,104.502,"","",""
4003,5020112,Prey Sloek,50201,502,5,446343,1266310,11.4548,104.508,"","",""
4004,5020113,Sampov,50201,502,5,442161,1268113,11.471,104.47,"","",""
4005,5020114,Khtum Krang,50201,502,5,445061,1266820,11.4594,104.496,"","",""
4006,5020201,Thmei,50202,502,5,441885,1265974,11.4517,104.467,"","",""
4007,5020202,Kaoh Vien,50202,502,5,442688,1265656,11.4488,104.475,"","",""
4008,5020203,Rumleang,50202,502,5,444271,1266496,11.4564,104.489,"","",""
4009,5020204,Pongro,50202,502,5,443835,1265741,11.4496,104.485,"","",""
4010,5020205,Phsar Sameakki,50202,502,5,444665,1265590,11.4482,104.493,"","",""
4011,5020206,Nhor,50202,502,5,445144,1265363,11.4462,104.497,"","",""
4012,5020207,Kandaol Dom,50202,502,5,444983,1265015,11.443,104.496,"","",""
4013,5020208,Trapeang Preah,50202,502,5,444474,1264063,11.4344,104.491,"","",""
4014,5020209,Kab Tuk,50202,502,5,443969,1265220,11.4449,104.486,"","",""
4015,5020210,Srae Thnal,50202,502,5,443610,1264708,11.4402,104.483,"","",""
4016,5020301,Krang Pol Tep,50203,502,5,447516,1267093,11.4619,104.519,"","",""
4017,5020302,Peanicheakkam,50203,502,5,448678,1266940,11.4605,104.529,"","",""
4018,5020303,Borei Kammeakkar,50203,502,5,448945,1267096,11.4619,104.532,"","",""
4019,5020304,Samnang,50203,502,5,448326,1267024,11.4613,104.526,"","",""
4020,5020305,Mukh Khett,50203,502,5,449522,1267212,11.463,104.537,"","",""
4021,5020306,Snao Ti Muoy,50203,502,5,451229,1268457,11.4743,104.553,"","",""
4022,5020307,Angk Serei,50203,502,5,450412,1268015,11.4702,104.545,"","",""
4023,5020308,Thmei,50203,502,5,447367,1267910,11.4693,104.517,"","",""
4024,5020309,Tuol Thnong,50203,502,5,447866,1269038,11.4795,104.522,"","",""
4025,5020310,Khaob,50203,502,5,447682,1270170,11.4897,104.52,"","",""
4026,5020311,Roka Thum,50203,502,5,448419,1267679,11.4672,104.527,"","",""
4027,5020312,Trapeang Leuk,50203,502,5,449246,1267950,11.4696,104.535,"","",""
4028,5020401,Tang Tonle,50204,502,5,449786,1266382,11.4555,104.54,"","",""
4029,5020402,Rumloung,50204,502,5,450130,1267511,11.4657,104.543,"","",""
4030,5020403,Thlok Chheu Teal,50204,502,5,453169,1266389,11.4556,104.571,"","",""
4031,5020404,Trach Chrum,50204,502,5,452044,1269282,11.4817,104.56,"","",""
4032,5020405,Pael Hael,50204,502,5,451951,1270005,11.4883,104.559,"","",""
4033,5020406,Krang Phka,50204,502,5,451839,1267142,11.4624,104.558,"","",""
4034,5020407,Runloung Prakhleah,50204,502,5,450755,1267308,11.4639,104.549,"","",""
4035,5020408,Prey Kanteach,50204,502,5,452655,1267554,11.4661,104.566,"","",""
4036,5020409,Snao Ti Pir,50204,502,5,450534,1267621,11.4667,104.546,"","",""
4037,5020410,Roleang Sangkae,50204,502,5,451618,1268067,11.4707,104.556,"","",""
4038,5020501,Skuh,50205,502,5,448295,1264128,11.4351,104.526,"","",""
4039,5020502,Dak Por,50205,502,5,448541,1264964,11.4426,104.528,"","",""
4040,5020503,Svay Kravan,50205,502,5,448146,1265791,11.4501,104.525,"","",""
4041,5020504,Tuol Kouk,50205,502,5,447882,1266137,11.4532,104.522,"","",""
4042,5020505,Phsar Chas,50205,502,5,447340,1266186,11.4537,104.517,"","",""
4043,5020506,Thnal Bambaek,50205,502,5,446010,1265588,11.4482,104.505,"","",""
4044,5020507,Prey Kdei,50205,502,5,446866,1265746,11.4497,104.513,"","",""
4045,5020508,Tras,50205,502,5,445911,1265393,11.4465,104.504,"","",""
4046,5020509,Ampeae Phnum,50205,502,5,450971,1266249,11.4543,104.55,"","",""
4047,5020510,Tras Sala,50205,502,5,449620,1266278,11.4545,104.538,"","",""
4048,5020511,Kamnab,50205,502,5,450004,1264920,11.4423,104.542,"","",""
4049,5030101,Lvea,50301,503,5,471325,1254709,11.3501,104.737,"","",""
4050,5030102,Saok Maok,50301,503,5,470221,1254964,11.3524,104.727,"","",""
4051,5030103,Krasang Ph'aem,50301,503,5,470310,1255970,11.3615,104.728,"","",""
4052,5030104,Angk Popel,50301,503,5,470762,1256124,11.3629,104.732,"","",""
4053,5030105,Samraong Chas,50301,503,5,469282,1256485,11.3662,104.718,"","",""
4054,5030106,Sampov Lun,50301,503,5,469652,1257513,11.3755,104.722,"","",""
4055,5030107,Thlok Yol,50301,503,5,469089,1258035,11.3802,104.717,"","",""
4056,5030108,Kamnab,50301,503,5,469859,1258857,11.3877,104.724,"","",""
4057,5030109,Tram Roneab,50301,503,5,471737,1258424,11.3837,104.741,"","",""
4058,5030110,Angkrong,50301,503,5,471821,1258066,11.3805,104.742,"","",""
4059,5030111,Tuol Sotin,50301,503,5,472610,1257808,11.3782,104.749,"","",""
4060,5030112,Samraong Reaksmei,50301,503,5,469769,1255518,11.3575,104.723,"","",""
4061,5030113,Svay Teab,50301,503,5,472371,1256943,11.3704,104.747,"","",""
4062,5030201,Angk Krasang,50302,503,5,464526,1247567,11.2855,104.675,"","",""
4063,5030202,Prey Ta Mean,50302,503,5,464730,1249731,11.3051,104.677,"","",""
4064,5030203,Angk Sangkream,50302,503,5,464407,1250512,11.3121,104.674,"","",""
4065,5030204,Thma Kdar,50302,503,5,465415,1248985,11.2983,104.683,"","",""
4066,5030205,Bang Na,50302,503,5,466328,1249956,11.3071,104.691,"","",""
4067,5030206,Angk Ta Lei,50302,503,5,463414,1248727,11.296,104.665,"","",""
4068,5030207,Kan Damra,50302,503,5,461595,1248370,11.2927,104.648,"","",""
4069,5030208,Chrey,50302,503,5,468484,1251939,11.3251,104.711,"","",""
4070,5030209,Thlok,50302,503,5,468886,1252251,11.3279,104.715,"","",""
4071,5030210,Kayiev,50302,503,5,468484,1251135,11.3178,104.711,"","",""
4072,5030211,Reang,50302,503,5,466809,1252072,11.3263,104.696,"","",""
4073,5030212,Prey Sbov,50302,503,5,468573,1252459,11.3298,104.712,"","",""
4074,5030213,Prey Ta Luem,50302,503,5,468056,1252271,11.3281,104.707,"","",""
4075,5030214,Krang Lang,50302,503,5,463184,1248975,11.2982,104.663,"","",""
4076,5030215,Angk Romeas,50302,503,5,467771,1251599,11.322,104.705,"","",""
4077,5030216,Sandol,50302,503,5,463563,1247776,11.2874,104.666,"","",""
4078,5030217,Ta Mem,50302,503,5,463895,1248508,11.294,104.669,"","",""
4079,5030218,Chum Srok,50302,503,5,465233,1251684,11.3227,104.681,"","",""
4080,5030219,Chongruk,50302,503,5,466827,1248485,11.2938,104.696,"","",""
4081,5030220,Prey Roung,50302,503,5,467273,1248184,11.2911,104.7,"","",""
4082,5030221,Boeng Toap Pyuh,50302,503,5,465780,1247650,11.2863,104.686,"","",""
4083,5030222,Prey Kdei,50302,503,5,465135,1252362,11.3289,104.68,"","",""
4084,5030223,Trapeang Roneah,50302,503,5,465706,1252941,11.3341,104.686,"","",""
4085,5030224,Pong Tuek,50302,503,5,465030,1252871,11.3335,104.68,"","",""
4086,5030225,Krabei Tram,50302,503,5,468498,1249440,11.3025,104.711,"","",""
4087,5030301,Tuol Veasna,50303,503,5,464838,1244054,11.2537,104.678,"","",""
4088,5030302,Angk Sokonthea,50303,503,5,466942,1242242,11.2374,104.697,"","",""
4089,5030303,Ta Reach,50303,503,5,462835,1242733,11.2418,104.66,"","",""
4090,5030304,Angk Sa Khnay,50303,503,5,465244,1242633,11.2409,104.682,"","",""
4091,5030305,Snuol,50303,503,5,464454,1242633,11.2409,104.674,"","",""
4092,5030306,Prey Khlouy,50303,503,5,463982,1242994,11.2441,104.67,"","",""
4093,5030307,Kak Thum,50303,503,5,464328,1243647,11.25,104.673,"","",""
4094,5030308,Chheu Lum,50303,503,5,466192,1243377,11.2476,104.69,"","",""
4095,5030309,Krang Sbov,50303,503,5,465295,1243939,11.2527,104.682,"","",""
4096,5030310,Kbal Romeas,50303,503,5,462253,1242283,11.2377,104.654,"","",""
4097,5030311,Krang Ruessei,50303,503,5,460949,1244485,11.2576,104.642,"","",""
4098,5030312,Tuol Prich,50303,503,5,460088,1242193,11.2368,104.634,"","",""
4099,5030313,Trapeang Teab,50303,503,5,461952,1243894,11.2523,104.651,"","",""
4100,5030314,Krang Ta Lat,50303,503,5,462780,1242125,11.2363,104.659,"","",""
4101,5030315,Prey Tumnob,50303,503,5,463175,1244137,11.2545,104.663,"","",""
4102,5030316,Trapeang Chak,50303,503,5,461324,1242199,11.2369,104.646,"","",""
4103,5030317,Trach Koh,50303,503,5,460955,1242261,11.2375,104.642,"","",""
4104,5030318,Angk Roung,50303,503,5,467063,1243280,11.2468,104.698,"","",""
4105,5030319,Samraong Khpos,50303,503,5,463739,1243218,11.2462,104.668,"","",""
4106,5030320,Trapeang Ampil,50303,503,5,460966,1243128,11.2453,104.642,"","",""
4107,5030321,Krang Chheu Neang,50303,503,5,460461,1242310,11.2379,104.638,"","",""
4108,5030322,Angkor Meas,50303,503,5,459881,1243090,11.245,104.632,"","",""
4109,5030401,Ponlueu Khae,50304,503,5,459944,1256195,11.3635,104.633,"","",""
4110,5030402,Kanlaeng Romeas,50304,503,5,458997,1258380,11.3832,104.624,"","",""
4111,5030403,Trapeang Snuol,50304,503,5,458876,1256174,11.3633,104.623,"","",""
4112,5030404,Trapeang Thnal,50304,503,5,460254,1257179,11.3724,104.636,"","",""
4113,5030405,Pechr Muni,50304,503,5,457730,1256722,11.3682,104.613,"","",""
4114,5030406,Trapeang Roka,50304,503,5,458237,1256711,11.3681,104.617,"","",""
4115,5030407,Thnal Bat,50304,503,5,458102,1256344,11.3648,104.616,"","",""
4116,5030408,Tuol Pring,50304,503,5,458865,1257830,11.3783,104.623,"","",""
4117,5030409,Tuol M'am,50304,503,5,459583,1256922,11.37,104.63,"","",""
4118,5030410,Kouk Dangkao,50304,503,5,459063,1256801,11.3689,104.625,"","",""
4119,5030411,Kokruos,50304,503,5,462042,1255326,11.3556,104.652,"","",""
4120,5030412,Chas,50304,503,5,460186,1255418,11.3565,104.635,"","",""
4121,5030413,Phchoek Chrum,50304,503,5,459515,1257572,11.3759,104.629,"","",""
4122,5030501,Dot Kambaor,50305,503,5,474130,1260470,11.4023,104.763,"","",""
4123,5030502,Kanhchrab,50305,503,5,472107,1261696,11.4133,104.744,"","",""
4124,5030503,Prey Khla,50305,503,5,470664,1261192,11.4088,104.731,"","",""
4125,5030504,Kor,50305,503,5,470065,1263998,11.4341,104.726,"","",""
4126,5030505,Kok,50305,503,5,470408,1263398,11.4287,104.729,"","",""
4127,5030506,Damnak Mean chey,50305,503,5,472991,1258952,11.3885,104.752,"","",""
4128,5030507,Chamkar Sbov,50305,503,5,472317,1259925,11.3973,104.746,"","",""
4129,5030508,Boeng Chram Tboung,50305,503,5,473040,1260166,11.3995,104.753,"","",""
4130,5030509,Boeng Chram Cheung,50305,503,5,472845,1260969,11.4068,104.751,"","",""
4131,5030510,Prey Lvea,50305,503,5,473257,1262173,11.4177,104.755,"","",""
4132,5030511,Trapeang Sla,50305,503,5,474049,1261479,11.4114,104.762,"","",""
4133,5030512,Boeng Kak,50305,503,5,471535,1261999,11.4161,104.739,"","",""
4134,5030513,Tuol Thnong,50305,503,5,470708,1260335,11.401,104.731,"","",""
4135,5030514,Sala Kruos,50305,503,5,469429,1260557,11.403,104.72,"","",""
4136,5030515,Sayav,50305,503,5,475100,1260400,11.4016,104.772,"","",""
4137,5030516,Krang Trea,50305,503,5,476696,1261579,11.4123,104.786,"","",""
4138,5030517,Liek,50305,503,5,477363,1262094,11.417,104.792,"","",""
4139,5030518,Pheansa,50305,503,5,474516,1258630,11.3856,104.766,"","",""
4140,5030519,Prey Thkov,50305,503,5,471687,1260678,11.4041,104.74,"","",""
5529,6050109,Krabau,60501,605,6,518449,1426626,12.9049,105.17,"","",""
4142,5030521,Thlok Preal,50305,503,5,471574,1262598,11.4215,104.739,"","",""
4143,5030522,Trapeang Chambak,50305,503,5,469522,1262494,11.4205,104.721,"","",""
4144,5030523,Ruessei,50305,503,5,475359,1261667,11.4131,104.774,"","",""
4145,5030524,Ta Aong,50305,503,5,469684,1263447,11.4292,104.722,"","",""
4146,5030525,Dak Por,50305,503,5,469620,1263083,11.4259,104.721,"","",""
4147,5030526,Prey Totueng,50305,503,5,475702,1260426,11.4019,104.777,"","",""
4148,5030527,Prey Dang Tuek,50305,503,5,468531,1260352,11.4012,104.712,"","",""
4149,5030601,Khlaeng Poar Tboung,50306,503,5,462569,1252513,11.3302,104.657,"","",""
4150,5030602,Doung,50306,503,5,464139,1253631,11.3403,104.671,"","",""
4151,5030603,Srae Char,50306,503,5,462705,1253838,11.3422,104.658,"","",""
4152,5030604,Trapeang Kanthaor,50306,503,5,463315,1254331,11.3467,104.664,"","",""
4153,5030605,Dam Daek,50306,503,5,463891,1255405,11.3564,104.669,"","",""
4154,5030606,Haong,50306,503,5,463273,1251841,11.3241,104.663,"","",""
4155,5030607,Prey Nheat,50306,503,5,464239,1254477,11.348,104.672,"","",""
4156,5030608,Svay,50306,503,5,463884,1251824,11.324,104.669,"","",""
4157,5030609,Ta Ney,50306,503,5,461784,1249285,11.301,104.65,"","",""
4158,5030610,Svay Char,50306,503,5,460285,1249445,11.3024,104.636,"","",""
4159,5030611,Bak Ka,50306,503,5,460821,1249743,11.3051,104.641,"","",""
4160,5030612,Boeng Prasrae,50306,503,5,461513,1255178,11.3505,104.652,"","",""
4161,5030613,Angk Samraong,50306,503,5,464989,1255094,11.3536,104.679,"","",""
4162,5030614,Prey Chor,50306,503,5,462085,1251036,11.3168,104.653,"","",""
4163,5030615,Tboung Angk,50306,503,5,462523,1255040,11.3531,104.657,"","",""
4164,5030616,Prey Kuk,50306,503,5,463453,1254848,11.3513,104.665,"","",""
4165,5030617,Chhuk Sa,50306,503,5,463604,1250651,11.3134,104.666,"","",""
4166,5030618,Phlov Damrei,50306,503,5,463933,1252109,11.3266,104.669,"","",""
4167,5030619,Khlaeng Poar Cheung,50306,503,5,461844,1253318,11.3375,104.65,"","",""
4168,5030620,Pnov,50306,503,5,461505,1252950,11.3341,104.647,"","",""
4169,5030621,Prey Rongieng,50306,503,5,463160,1253099,11.3355,104.662,"","",""
4170,5030622,Trapeang Kralanh,50306,503,5,463911,1255572,11.3579,104.669,"","",""
4171,5030623,Samdach Ov,50306,503,5,463026,1256864,11.3696,104.661,"","",""
4172,5030624,Chas,50306,503,5,462540,1255717,11.3592,104.657,"","",""
4173,5030625,Prey Teu,50306,503,5,461689,1250105,11.3084,104.649,"","",""
4174,5030701,Trapeang Thnong,50307,503,5,463742,1239563,11.2131,104.668,"","",""
4175,5030702,Damnak Pongro,50307,503,5,466437,1238818,11.2064,104.693,"","",""
4176,5030703,Thmei,50307,503,5,463214,1241842,11.2337,104.663,"","",""
4177,5030704,Angk Khcheay,50307,503,5,465339,1237036,11.1903,104.683,"","",""
4178,5030705,Boeng Roneal,50307,503,5,461547,1239239,11.2102,104.648,"","",""
4179,5030706,Trapeang Svay,50307,503,5,463011,1240418,11.2208,104.661,"","",""
4180,5030707,Aekak Pheap,50307,503,5,464084,1239061,11.2086,104.671,"","",""
4181,5030708,Damrei Slab,50307,503,5,465477,1240864,11.2249,104.684,"","",""
4182,5030709,Prey Chheu Teal,50307,503,5,462987,1240846,11.2247,104.661,"","",""
4183,5030710,Tuol Tbaeng,50307,503,5,466326,1240655,11.223,104.692,"","",""
4184,5030711,Prey Smach,50307,503,5,463395,1237574,11.1951,104.665,"","",""
4185,5030712,Ta Phouk,50307,503,5,466319,1241256,11.2284,104.691,"","",""
4186,5030713,Prey Kaes,50307,503,5,465917,1239593,11.2134,104.688,"","",""
4187,5030714,Chamkar Doung,50307,503,5,464133,1240514,11.2217,104.671,"","",""
4188,5030715,Prey Damnak,50307,503,5,461535,1240359,11.2203,104.648,"","",""
4189,5030716,Boeng Changriek,50307,503,5,464091,1241803,11.2334,104.671,"","",""
4190,5030717,Chrey Vear,50307,503,5,465058,1241425,11.23,104.68,"","",""
4191,5030718,Chek Sraton,50307,503,5,465899,1241406,11.2298,104.688,"","",""
4192,5030719,Trapeang Chrey,50307,503,5,461394,1237629,11.1956,104.646,"","",""
4193,5030801,Dei Kraham,50308,503,5,462524,1258643,11.3856,104.657,"","",""
4194,5030802,Pring Tuek,50308,503,5,463846,1259788,11.396,104.669,"","",""
4195,5030803,Doun Iet,50308,503,5,464676,1260427,11.4018,104.676,"","",""
4196,5030804,Prey Ta Ouk,50308,503,5,463408,1262120,11.4171,104.665,"","",""
4197,5030805,Prey Pongro,50308,503,5,463297,1263379,11.4285,104.664,"","",""
4198,5030806,Ta Roung,50308,503,5,466545,1262082,11.4168,104.693,"","",""
4199,5030807,Ou Ta Pung,50308,503,5,466145,1260858,11.4057,104.69,"","",""
4200,5030808,Srae Thlok,50308,503,5,465708,1258744,11.3866,104.686,"","",""
4201,5030809,Prey Khvav,50308,503,5,467672,1260744,11.4047,104.704,"","",""
4202,5030810,Dam Daek,50308,503,5,468144,1262646,11.4219,104.708,"","",""
4203,5030811,Roka Kaoh,50308,503,5,466448,1263595,11.4305,104.692,"","",""
4204,5030812,Chey Ta Kuon,50308,503,5,462999,1261216,11.4089,104.661,"","",""
4205,5030901,Krang Khlong,50309,503,5,458300,1240249,11.2192,104.618,"","",""
4206,5030902,Trapeang Leuk,50309,503,5,458119,1239912,11.2162,104.616,"","",""
4207,5030903,Prey Changva,50309,503,5,460503,1237733,11.1965,104.638,"","",""
4208,5030904,Sdok,50309,503,5,459958,1241345,11.2292,104.633,"","",""
4209,5030905,Chek,50309,503,5,457827,1241173,11.2276,104.614,"","",""
4210,5030906,Prey Char,50309,503,5,461394,1241286,11.2287,104.646,"","",""
4211,5030907,Boeng Trav,50309,503,5,460872,1240032,11.2173,104.642,"","",""
4212,5030908,Tram Kang,50309,503,5,460861,1240875,11.2249,104.641,"","",""
4213,5030909,Prey Khvav,50309,503,5,460242,1238839,11.2065,104.636,"","",""
4214,5030910,Pok Tang,50309,503,5,459558,1239196,11.2097,104.63,"","",""
4215,5030911,Prey Anteav,50309,503,5,460337,1239810,11.2153,104.637,"","",""
4216,5030912,Trapeang Kakaoh,50309,503,5,458472,1241719,11.2325,104.62,"","",""
4217,5030913,Beng,50309,503,5,457452,1242090,11.2359,104.61,"","",""
4218,5030914,Doung,50309,503,5,459222,1238209,11.2008,104.626,"","",""
4219,5030915,Thmei,50309,503,5,456051,1238724,11.2054,104.597,"","",""
4220,5030916,Boeng Poat,50309,503,5,457045,1239848,11.2156,104.607,"","",""
4221,5030917,Trapeang Proluet,50309,503,5,458233,1242274,11.2376,104.617,"","",""
4222,5030918,Trapeang Sras,50309,503,5,458960,1240680,11.2232,104.624,"","",""
4223,5031001,Tram Khnar,50310,503,5,468245,1247324,11.2833,104.709,"","",""
4224,5031002,Trapeang Dar,50310,503,5,460018,1244326,11.2561,104.634,"","",""
4225,5031003,Trapeang Stong,50310,503,5,460309,1245043,11.2626,104.636,"","",""
4226,5031004,Trapeang Thlok,50310,503,5,462385,1246974,11.2801,104.655,"","",""
4227,5031005,Snuol,50310,503,5,461118,1246103,11.2722,104.644,"","",""
4228,5031006,Soukong,50310,503,5,465138,1245063,11.2629,104.681,"","",""
4229,5031007,Samraong,50310,503,5,459872,1247251,11.2826,104.632,"","",""
4230,5031008,Ruessei Srok,50310,503,5,463187,1244994,11.2622,104.663,"","",""
4231,5031009,Krang Ponley,50310,503,5,464380,1245271,11.2647,104.674,"","",""
4458,5050610,Kandal,50506,505,5,452515,1293671,11.7023,104.564,"","",""
4233,5031011,Angk Kantouch,50310,503,5,465950,1246160,11.2728,104.688,"","",""
4234,5031012,Thma Sa,50310,503,5,458887,1243362,11.2474,104.623,"","",""
4235,5031013,Prey Ta Muoch,50310,503,5,467634,1244581,11.2585,104.703,"","",""
4236,5031014,Prey Nuk,50310,503,5,467481,1244384,11.2567,104.702,"","",""
4237,5031015,Kak Krapeu,50310,503,5,461683,1244909,11.2614,104.649,"","",""
4238,5031016,Krang Kruos,50310,503,5,463200,1246435,11.2752,104.663,"","",""
4239,5031017,Ballangk Reachea,50310,503,5,465256,1247312,11.2832,104.682,"","",""
4240,5031018,Prey Kambaor,50310,503,5,466136,1244358,11.2565,104.69,"","",""
4241,5031019,Trapeang Veaeng,50310,503,5,461079,1245654,11.2682,104.643,"","",""
4242,5031020,Andoung Chroh,50310,503,5,459355,1244553,11.2582,104.628,"","",""
4243,5031021,Trapeang Mean,50310,503,5,467761,1245388,11.2658,104.705,"","",""
4244,5031022,Traeuy Trak,50310,503,5,465140,1246280,11.2739,104.681,"","",""
4245,5031023,Thlok Mean,50310,503,5,461897,1245751,11.269,104.651,"","",""
4246,5031024,Mkak,50310,503,5,459452,1247556,11.2853,104.628,"","",""
4247,5031101,Ou Pongro,50311,503,5,456147,1250247,11.3096,104.598,"","",""
4248,5031102,Andoung Prang,50311,503,5,454174,1251971,11.3252,104.58,"","",""
4249,5031103,Ou Ta Vam,50311,503,5,454389,1251184,11.3181,104.582,"","",""
4250,5031104,Roleang Tuek,50311,503,5,455906,1252059,11.326,104.596,"","",""
4251,5031105,Thlok Doun Sa,50311,503,5,454672,1252248,11.3277,104.585,"","",""
4252,5031106,Trapeang Thma,50311,503,5,456562,1250086,11.3082,104.602,"","",""
4253,5031107,Srang,50311,503,5,458658,1248698,11.2957,104.621,"","",""
4254,5031108,Svay,50311,503,5,452914,1251035,11.3167,104.569,"","",""
4255,5031109,Trabaek Tung,50311,503,5,457648,1251087,11.3173,104.612,"","",""
4256,5031110,Krang Thnong,50311,503,5,459963,1249425,11.3023,104.633,"","",""
4257,5031111,Angk Doun Tei,50311,503,5,452714,1251167,11.3179,104.567,"","",""
4258,5031112,Sla,50311,503,5,452969,1251459,11.3206,104.569,"","",""
4259,5031113,Svay Chrum,50311,503,5,451897,1252267,11.3279,104.559,"","",""
4260,5031114,Veal,50311,503,5,452208,1252705,11.3318,104.562,"","",""
4261,5031115,Trapeang Trach,50311,503,5,457006,1249716,11.3048,104.606,"","",""
4262,5031116,Srae Moan,50311,503,5,454865,1251171,11.318,104.586,"","",""
4263,5031117,Pheaek,50311,503,5,458354,1249559,11.3034,104.618,"","",""
4264,5031118,Pongro,50311,503,5,459510,1250031,11.3077,104.629,"","",""
4265,5031201,Chres,50312,503,5,459267,1252157,11.327,104.627,"","",""
4266,5031202,Chambak K'aer,50312,503,5,461131,1253993,11.3436,104.644,"","",""
4267,5031203,Sanlang,50312,503,5,460062,1252976,11.3344,104.634,"","",""
4268,5031204,Angk Doun Pis,50312,503,5,459687,1252837,11.3331,104.631,"","",""
4269,5031205,Pravoek Pong,50312,503,5,460394,1251450,11.3206,104.637,"","",""
4270,5031206,Kbal Damrei,50312,503,5,460182,1253599,11.34,104.635,"","",""
4271,5031207,Boeng Ngoung,50312,503,5,458032,1252883,11.3335,104.615,"","",""
4272,5031208,Prey Kantouch,50312,503,5,459642,1253494,11.339,104.63,"","",""
4273,5031209,Ta Ngov,50312,503,5,460428,1251955,11.3251,104.637,"","",""
4274,5031210,Snuol Chrum,50312,503,5,458684,1253013,11.3347,104.621,"","",""
4275,5031211,Kor,50312,503,5,459838,1254015,11.3438,104.632,"","",""
4276,5031212,Trav,50312,503,5,459907,1253214,11.3365,104.633,"","",""
4277,5031301,Tboung Phnum,50313,503,5,468335,1253652,11.3406,104.71,"","",""
4278,5031302,Trav,50313,503,5,468936,1253707,11.3411,104.715,"","",""
4279,5031303,Krasang Chi Meae,50313,503,5,469853,1252804,11.3329,104.724,"","",""
4280,5031304,Prey Sdach,50313,503,5,470327,1253560,11.3398,104.728,"","",""
4281,5031305,Prey Khlong,50313,503,5,467018,1254693,11.35,104.698,"","",""
4282,5031306,Prey Khmaer,50313,503,5,466002,1254971,11.3525,104.688,"","",""
4283,5031307,Prey Totueng Khang Lech,50313,503,5,466128,1253934,11.3431,104.69,"","",""
4284,5031308,Trapeang Pou,50313,503,5,468753,1254460,11.3479,104.714,"","",""
4285,5031309,Prey Totueng Khang Kaeut,50313,503,5,466029,1254125,11.3448,104.689,"","",""
4286,5031310,Thma Bang,50313,503,5,469546,1254369,11.3471,104.721,"","",""
4287,5031311,Ta Yang,50313,503,5,466690,1258567,11.385,104.695,"","",""
4288,5031312,Prey Chrey,50313,503,5,467502,1258082,11.3806,104.702,"","",""
4289,5031313,Trapeang Veaeng,50313,503,5,468159,1258395,11.3835,104.708,"","",""
4290,5031314,Tuol Lvea,50313,503,5,467308,1259126,11.3901,104.7,"","",""
4291,5031315,Chheu Teal Chrum,50313,503,5,468015,1256787,11.3689,104.707,"","",""
4292,5031316,Prey Sbat,50313,503,5,468400,1257496,11.3753,104.71,"","",""
4293,5031317,Tuol Khpos,50313,503,5,464819,1257335,11.3738,104.678,"","",""
4294,5031318,Tboung Boeng,50313,503,5,467215,1256094,11.3626,104.7,"","",""
4295,5031319,Krang Teav,50313,503,5,465657,1256343,11.3649,104.685,"","",""
4296,5031320,Lech Boeng,50313,503,5,466258,1256022,11.362,104.691,"","",""
