id,code_type,session_id,qr_data,qr_code_image,usage_count,max_usage,expires_at,is_active,created_by,created_at,last_used_at
1,registration,3,http://localhost:3000/training/register?session=3&qr=direct-test-123,,0,150,2025-06-17 15:04:12.002,f,3,2025-06-16 15:04:12.002476,
3,registration,7,http://localhost:3000/training/register?session=7&qr=1750061668550-2cnyvk2s6,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAMgAAADICAYAAACtWK6eAAAAAklEQVR4AewaftIAAAf0SURBVO3BUY5jMZIEwXBC97+yb38KiSFEsJ9qanrDDP9IVf1HK1W1tVJVWytVtbVSVVsrVbW1UlVbK1W1tVJVWytVtfXKISC/gZoJyKRmAjKpuQXknZoTQCY1E5Bbat4BmdRMQE6ouQXkN1DzyUpVba1U1dZKVW2tVNXWK39BzbcB+SYgk5oJyKTmp6n5aWq+Sc23AbmxUlVbK1W1tVJVWytVtfXKw4DcUvNNaiYgP03Nk4BMat6p+TYgk5obQG6pecpKVW2tVNXWSlVtrVTV1iv/ADUngNxS8wmQSc0EZFIzqZmAPAXICSAn1PxrVqpqa6WqtlaqamulqrZe+QcAuaXmBJBP1ExAJjUTkBNqnqJmAjKpOQFkUvO/bKWqtlaqamulqrZWqmrrlYep+WlqJiAngPwGak4AmdRMQG6omYBMaiY1T1HzG6xU1dZKVW2tVNXWSlVtvfIXgPwGQCY1E5BJzQRkUjMBeQqQSc1T1ExAngRkUvMJkN9qpaq2Vqpqa6WqtvCP/IOA3FIzAfkN1ExAvknNBGRS869ZqaqtlaraWqmqrZWq2sI/cgDIpOYEkJ+m5gSQSc0JIJ+ouQVkUnMCyDs1E5D/BjWfAJnUTEBuqflkpaq2Vqpqa6WqtlaqauuVQ2omIJOaE2qeAuSWmgnIpGZS8wmQW2pOAPkEyKRmAjKpOQHkBpBbaiYgk5obK1W1tVJVWytVtbVSVVuvHAIyqZmAnAAyqZmAvFNzAsik5haQSc07IE8CckvNU4BMak6o+WlqJiCTmk9Wqmprpaq2Vqpqa6Wqtl45pGYCMqk5AWQCMql5B2RSMwE5AeQWkHdqJiAn1ExATqj5BMgJNT9NzQkgP22lqrZWqmprpaq2Vqpq65VfDsg7NROQSc0tNROQSc07ICfUnFAzAbmh5haQE2pOAPlEzQk1J4DcWKmqrZWq2lqpqq2VqtrCP3IAyKRmAjKpmYCcUPMJkFtqJiCTmgnIDTVPAjKpeQdkUnMLyAk1N4CcUPNNK1W1tVJVWytVtbVSVVv4Ry4BuaVmAvKJmgnIpOYWkBNq3gGZ1JwAckLNBGRS8wmQJ6k5AeQTNROQJ6n5ZKWqtlaqamulqrbwj1wCMqk5AWRS8xQgk5oTQCY1E5Abak4AeYqaW0BOqLkBZFIzAbml5sZKVW2tVNXWSlVtrVTVFv6RS0D+RWpOAPlEzQTkhJoTQG6oOQFkUnMCyA01J4DcUvPJSlVtrVTV1kpVba1U1dYrh4CcUDMBOaHmBpBbak4AmdQ8Rc03qZmATGpuAZnUfALkBJBJzTetVNXWSlVtrVTV1kpVbeEfuQTkhJoJyKRmAvJOzQkgJ9RMQG6omYBMaiYgJ9T8NCAn1ExAbqh5EpBJzScrVbW1UlVbK1W1tVJVW6/8l6g5oeYdkFtqvgnILTUTkAnIpOYpQCY1E5AJyAk1nwA5oeabVqpqa6WqtlaqamulqrZe+QtqJiBPAvJOzQRkUvPT1JwAMqn5JiCTmknNCTUTkBNAfpqaGytVtbVSVVsrVbW1UlVbrzxMzS0gk5pP1ExATqiZ1ExAJjXvgExqnqRmAvLTgExqbgA5oWYCckLNjZWq2lqpqq2VqtpaqaqtV/4CkEnNBOSEmgnIJ2qeBOQpQCY1J9TcUvMOyC0gP03NBGRScwLIpOaTlaraWqmqrZWq2sI/cgDIpGYCckLNDSAn1ExATqg5AeQTNSeAPEnNTwMyqZmA3FAzAZnUPGWlqrZWqmprpaq2Vqpq65VDaiYgk5oJyAkgn6iZgNxSMwGZ1Hyi5gSQSc0JIE8BMqmZgExqTgC5oeaEmgnICTWfrFTV1kpVba1U1dZKVW3hHzkAZFIzATmh5ilAJjUngNxS8xQgJ9RMQCY1nwB5kpoJyE9T85SVqtpaqaqtlaraWqmqrVf+ApBJzQRkAvLTgJxQMwH5BMik5oSaJwH5RM0EZFJzAsikZgLyTs0E5ISaCcgJNZ+sVNXWSlVtrVTV1kpVbb3yF9RMQE6ouQFkUnNLzQRkUvOJmgnIpGYCckLNpOYGkEnNBGRSM6mZgHwC5ISaCcg3rVTV1kpVba1U1dZKVW298jA1J4BMaiYg79RMQCY13wbkKWomIBOQSc0E5J2aE0BOAPmt1ExAbqxU1dZKVW2tVNXWSlVt4R/5HwfklpqnAPk2NROQT9RMQG6pmYBMam4AmdT8tJWq2lqpqq2VqtpaqaqtVw4B+Q3U3FIzAZnUTEAmNb+VmndAfgsg79ScADKpOQFkUvPJSlVtrVTV1kpVbb3yF9R8G5CnADkBZFJzQ81voGYCMqmZgExAbqm5oeYEkKesVNXWSlVtrVTV1kpVbb3yMCC31HyTmhNAJiA3gExqJiAn1Pw0NROQE0CeAmRS800rVbW1UlVbK1W1tVJVW6/8PwfkhJpvUnMCyFPU3FIzAbmh5gSQW2purFTV1kpVba1U1dZKVW298g9QcwLIpGYC8k1AJjW31ExA3qmZgExqJiCTmltqPgEyqbkFZFLzyUpVba1U1dZKVW2tVNXWKw9T8xsAmdScUDMBuaHmSWpuAJnUnFAzAZnUTEAmIE8B8k0rVbW1UlVbK1W1tVJVW/hHDgD5DdRMQG6puQXknZpvAzKp+QTIpOYEkG9S821AJjWfrFTV1kpVba1U1dZKVW3hH6mq/2ilqrZWqmprpaq2Vqpqa6WqtlaqamulqrZWqmrr/wD6qN2BskaqygAAAABJRU5ErkJggg==",0,100,2025-08-01 12:00:00,f,1,2025-06-16 15:14:28.550994,
4,registration,11,http://localhost:3000/training/register?session=11&qr=1750068965300-xr1qydcna,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAMgAAADICAYAAACtWK6eAAAAAklEQVR4AewaftIAAAgQSURBVO3BUY5rNxYEwUpC+99yTv+NcDDEJWjpue2pCPyRqvqfVqpqa6WqtlaqamulqrZWqmprpaq2Vqpqa6WqtlaqauuVQ0B+AzW3gExqbgF5p+YWkEnNBOSEmk8BMqm5BeQ3UPNkpaq2Vqpqa6WqtlaqauuVv0DNtwH5FDUTkFtqngA5oWYCMqmZgDwBMqn5JCCTmidqvg3IjZWq2lqpqq2VqtpaqaqtVz4MyC01N4DcUjMBOQHknZpJzScBOQHknZpbaiYgk5pPAXJLzaesVNXWSlVtrVTV1kpVbb3yL6XmBJBJzQkgN4BMak6oOQHkCZATak4AmdT8k61U1dZKVW2tVNXWSlVtvfIvBWRScwvIpOYJkEnNBOQEkBNq3gGZ1ExAJiCTmgnIv81KVW2tVNXWSlVtrVTV1isfpuY3UHNCzacAmdTcUjMBOQHknZoJyKTmBJBvUvMbrFTV1kpVba1U1dZKVW298hcA+ScBMqmZgExqJiDv1ExAJjWfpGYC8ilAJjUTkBtAfquVqtpaqaqtlarawh/5hwMyqfk3AjKpmYDcUFP/tVJVWytVtbVSVVsrVbX1yiEgk5oJyDepmdTcAjKpmYBMaj4FyKTmU9RMQG4BmdScAPJNaj5lpaq2Vqpqa6Wqtlaqagt/5ACQv4OaJ0BOqDkB5E9T8xsAmdRMQCY1E5BJzTsgk5oJyC01N1aqamulqrZWqmprpaq2XvnlgLxT80lATqiZgLxTcwvIpGYCckLNOyDfBuSGmgnIpOYEkAnIpObJSlVtrVTV1kpVba1U1Rb+yCUgt9RMQCY174CcUDMBmdRMQG6omYBMaj4JyBM1E5BJzS0gJ9S8AzKp+SQgk5onK1W1tVJVWytVtbVSVVv4IweAnFAzATmhZgLyKWpuAXmi5gSQSc0nAXmiZgIyqTkB5IaaCci3qXmyUlVbK1W1tVJVWytVtfXKITUTkAnIpGYCMgGZ1LwDMqm5BWRSc0LNEyC3gNxS8w7ILSCTmhNqngCZ1PwGK1W1tVJVWytVtbVSVVuvHAJyQs0nAXkC5ISaW2omIN+k5gSQCcg7NROQSc0JILeAvFNzAsikZgJyQs2TlaraWqmqrZWq2sIf+QcB8m1qTgB5p+YEkFtqTgB5p+bbgHyTmhNAJjU3Vqpqa6WqtlaqamulqrZeOQTkhJoTQL5JzQTkFpBJzTsgJ9R8EpBJzRMgk5oJyKRmUjMBeaJmAnICyKRmAjKpebJSVVsrVbW1UlVbK1W1hT9yAMik5gSQSc0EZFLzBMgJNROQE2qeAJnUnAAyqZmATGomIO/U/B2ATGo+BcgJNTdWqmprpaq2Vqpqa6WqtvBHLgGZ1HwSkCdqPgnIpGYC8qepOQHkiZoJyKTmk4A8UXMCyC01T1aqamulqrZWqmprpaq2XjkEZFLzSUAmNe+AfBKQSc0JNe+ATGpuAZmAnFDzBMikZgLySWo+Rc0JIDdWqmprpaq2Vqpqa6WqtvBHDgC5pWYC8ilqbgE5oeYJkFtqJiAn1ExA3qk5AWRSMwGZ1ExAnqiZgNxS8ykrVbW1UlVbK1W1tVJVW/gjB4CcUDMBuaXmHZBbak4AuaFmAjKpOQHklpp3QCY1E5ATaiYgk5onQCY1E5BJzQRkUnNjpaq2Vqpqa6WqtlaqauuVXw7INwG5peYdkFtAJjUTkBtqTqg5AWRScwLIEyCfBGRS82SlqrZWqmprpaq2Xjmk5gSQW2puAJnUTEC+Sc0E5ISaCcgJNROQJ2r+DmreAfk2NTdWqmprpaq2Vqpqa6WqtvBHvgzIpGYC8kTNCSCTmgnICTUTkHdqbgE5oWYCMql5B+SEmltAJjUTkBtqJiCTmgnIpObJSlVtrVTV1kpVba1U1Rb+yAEgk5pPAjKpeQfkk9RMQE6oeQfkhJo/Dcik5gSQSc0JIJOaTwEyqfmUlaraWqmqrZWq2lqpqq1XPgzIJwG5oeaT1ExA3qn5OwCZ1HyKmgnIpGZSMwF5omYCcgLICTVPVqpqa6WqtlaqamulqrZe+QPUnAAyqXkH5ASQSc0EZFIzAbkBZFIzAZnUTEBOAHmn5u8A5ImaW2q+aaWqtlaqamulqrZWqmrrlT8AyC0gT9RMQE6oOaHmU4BMak6oOQHkCZATak4AuQHkhJoJyC01T1aqamulqrZWqmprpaq28Ef+4YDcUnMCyBM1J4DcUnMDyAk1E5Bbam4A+SQ1N1aqamulqrZWqmprpaq2XjkE5DdQM6mZgExqbql5AmRSc0LNCSA31ExATqg5AeQEkHdqvg3IpObJSlVtrVTV1kpVbb3yF6j5NiBPgHwbkCdqbgG5pWYC8lup+RQ1E5BPWamqrZWq2lqpqq2Vqtp65cOA3FLzTUBOqJnUTEDeATmh5tvUPFEzAZnUTEBOAPkmIN+0UlVbK1W1tVJVWytVtfXK/zk1t9S8AzKpOQFkUnMLyA01t9RMQJ6omYBMaiYgJ9TcWKmqrZWq2lqpqq2Vqtp65V9KzScBuQFkUjOpmYCcUPOnqZmATGpuqDmh5gSQSc2TlaraWqmqrZWq2lqpqq1XPkzNn6ZmAnJCzQk1E5Anam6pOQFkUvMEyCepmYBMat4BuaXmm1aqamulqrZWqmprpaq2XvkLgPwGQE6omYB8E5ATaiYgk5pJzQTkiZoJyKRmAjKpOQHkhpoJyDetVNXWSlVtrVTV1kpVbeGPVNX/tFJVWytVtbVSVVsrVbW1UlVbK1W1tVJVWytVtfUfja3YsBScl3oAAAAASUVORK5CYII=",0,100,2025-08-01 12:00:00,f,3,2025-06-16 17:16:05.300821,
5,registration,4,http://localhost:3000/training/register?session=4&qr=1750075157154-6ym5zaf8d,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAMgAAADICAYAAACtWK6eAAAAAklEQVR4AewaftIAAAf5SURBVO3BUY7cQJYEwfBE3f/KvvosPEyCCYrs6dGGGf6RqvqPVqpqa6WqtlaqamulqrZWqmprpaq2Vqpqa6WqtlaqauuTQ0B+AzUTkEnNBOSEmgnIpOY3ADKp+QZkUnMCyKTmLiC/gZorK1W1tVJVWytVtbVSVVuf/AU1bwPyJjUTkEnNm4BMak6ouaJmAjKpmdS8Sc3bgNyxUlVbK1W1tVJVWytVtfXJw4DcpeYONROQSc0E5ASQSc2bgExq3gRkUnMCyKTmDiB3qXnKSlVtrVTV1kpVba1U1dYn/wAgT1JzAshT1DwJyDc1TwLy/8FKVW2tVNXWSlVtrVTV1if/ADUTkAnIpGYCMql5ipoTQCY1E5BJTf29laraWqmqrZWq2lqpqq1PHqbmN1Bzl5oTaq4AmYDcBWRSMwH5pmZSc5eaN6n5DVaqamulqrZWqmprpaq2PvkLQH4DIJOaCcikZgIyqZmAfFNzQs0EZFIzAXkKkEnNBGRSMwGZ1FwB8lutVNXWSlVtrVTVFv6R/3FA7lIzAZnUXAFyQs2TgFxR8yQgk5p/zUpVba1U1dZKVW2tVNUW/pEDQCY1E5ATaiYgd6iZgExqJiCTmp8G5ISaE0C+qZmATGruAjKpmYB8U3MCyKRmAnJCzZWVqtpaqaqtlaraWqmqLfwjNwE5oWYCMqm5AuQuNW8CMqmZgJxQMwGZ1DwFyKTmBJATar4BmdRMQO5Sc8dKVW2tVNXWSlVtrVTV1id/Qc0JIHcBuUPNCSCTmgnIpOabmgnICTUTkN8AyF1qJiBXgJxQ86aVqtpaqaqtlaraWqmqrU8OAZnUvE3NHUAmNXepmYB8U3NCzQRkUjMBeQqQE2pOAJmA3KFmAjIBmdQ8ZaWqtlaqamulqrZWqmoL/8iDgExq7gJyRc0JICfUnAByRc0EZFIzAZnUnADyTc0JIJOaCchT1ExA3qbmykpVba1U1dZKVW2tVNXWJ4eAPAnIpGZS8w3IBORtQO4AcgLIk9RcAfIbALlLzQTkKStVtbVSVVsrVbW1UlVbn/yXqJmAXFEzAZnU/DQ1TwLyJjUTkAnIpOYpQCY1J4CcUHPHSlVtrVTV1kpVbX1ySM0E5ASQE2reBGRSMwE5oea3AvJNzQk1E5ATQCY1dwCZ1ExqJiBPWamqrZWq2lqpqq2Vqtr65C+omYCcUDMBuUPNBGRSMwGZ1LwJyKRmUnOXmm9ATqg5AWRSMwGZ1FxRMwH5aStVtbVSVVsrVbW1UlVbn/wANROQE2quAPlvAPJNzQk1E5ATaiYgk5oraiYgJ9RMQE4A+abmLjUTkAnIpObKSlVtrVTV1kpVba1U1dYnPwDIpGYCMgH5pmZSMwF5m5o7gJxQMwGZ1ExAnqJmAnJCzQTkCpBJzQTkTStVtbVSVVsrVbW1UlVbnxwCMql5m5o3qZmATGomIL+Vmm9AJiCTmp8G5ASQSc0EZFJzx0pVba1U1dZKVW2tVNUW/pEDQCY1J4BMak4AeYqau4DcoWYC8jY1V4BMak4AuUvNNyAn1NwFZFJzZaWqtlaqamulqrZWqmrrk4cBuQvIpOYKkEnNT1MzATmhZgJyQs0VIJOaE0AmNROQSc0daiYgk5oJyKTmjpWq2lqpqq2VqtpaqaqtTw6pOaHmBJBJzQTkipoJyKTmSWruUDMBmdS8Ccik5i41J4DcoeaEmqesVNXWSlVtrVTVFv6Rm4C8Tc0VIHepmYBMaiYgV9RMQCY1J4D8NDUngJxQcwXIpGYCcpeaKytVtbVSVVsrVbW1UlVbnxwC8jY1E5CnqJmATGomIJOaK0AmNSeATGpOAPlpak4A+abmSWomIHesVNXWSlVtrVTV1kpVbeEfeRCQSc0JIJOab0BOqJmAnFBzAsg3NSeATGruAjKpuQJkUjMBOaHmKUDepubKSlVtrVTV1kpVba1U1Rb+kZuA/DQ1J4CcUDMBOaHmKUAmNXcBeYqaCcgJNVeATGruAjKpuWOlqrZWqmprpaq2Vqpq65NDQCY1E5BJzQRkUvMmNSfUnAByRc1dQJ6iZgIyqXkSkKcAmdScADKpubJSVVsrVbW1UlVbK1W1hX/kZUBOqJmAfFMzAblLzV1AvqmZgExqJiBvUnMCyAk1E5DfQM1TVqpqa6Wqtlaqamulqrbwj/yPAzKpmYDcpeYKkBNq3gbkipoTQCY1E5BJzR1AJjUngJxQc2WlqrZWqmprpaq2Vqpq65NDQH4DNU9ScwLIpOaKmhNAJjUTkBNqrgCZ1ExqngTkm5oTQH7aSlVtrVTV1kpVbX3yF9S8DchvBeQOICeATGomIBOQK2omIG9Tc4ean7ZSVVsrVbW1UlVbK1W19cnDgNyl5g41E5C3qbkCZFJzAsgJNROQb2omIJOau4BMQH4akEnNHStVtbVSVVsrVbW1UlVbn/wDgExqJiB3qZmAvEnNm9ScAHJCzQTkipoJyAkgb1qpqq2Vqtpaqaqtlara+uQfBeRtar4BmdRMQE6omYD8VkDeBGRSMwF5ykpVba1U1dZKVW2tVNXWJw9T89PUTEAmNROQSc0JIHeomYBMQCY1J4BcAXJCzQRkUvMmNROQSc1TVqpqa6WqtlaqamulqrY++QtAfgMgd6k5AWRScwXICTU/Tc0E5G1A3gTkhJorK1W1tVJVWytVtbVSVVv4R6rqP1qpqq2VqtpaqaqtlaraWqmqrZWq2lqpqq2Vqtr6P1FY0KnOgjOiAAAAAElFTkSuQmCC",0,,,t,1,2025-06-16 18:59:17.154513,
6,attendance,4,http://localhost:3000/training/attendance?session=4&qr=1750075157283-8pvspauxc,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAMgAAADICAYAAACtWK6eAAAAAklEQVR4AewaftIAAAgZSURBVO3B0Y5jOZYEwXBC///LvvkonB1CBOuqJns6zPBHquo/WqmqrZWq2lqpqq2VqtpaqaqtlaraWqmqrZWq2lqpqq1XDgH5DdQ8CcikZgIyqfkEyKTmSUA+UfMkIJOaE0B+AzWfrFTV1kpVba1U1dZKVW298gfUfBuQG0AmNZOaW0A+UfMkICfUvAMyqTkB5ASQSc0nar4NyI2VqtpaqaqtlaraWqmqrVceBuSWmhtATgD5rYBMaiY1E5AJyDs1E5BJzaTmBJCnALml5ikrVbW1UlVbK1W1tVJVW6/U/6NmAjKpuQFkUnMCyKRmAnIDyKTm32qlqrZWqmprpaq2Vqpq65X/UWqepOabgDxJzTsgk5oTQCY1/wYrVbW1UlVbK1W1tVJVW688TM1vAOSEmhNAJjVPUXMLyKTmnZoJyKRmUjMB+SY1v8FKVW2tVNXWSlVtrVTV1it/AMhvpWYCcgLIpGYC8k7NBGRSMwGZ1ExAJjUTkHdqbgGZ1ExAbgD5rVaqamulqrZWqmrrlUNq/kmATGpuAZnU3ADytwE5AeSWmhNq/ilWqmprpaq2Vqpqa6WqtvBHDgCZ1ExAvknNCSAn1ExAJjUTkBtqngTkEzUTkCepOQHkm9Q8ZaWqtlaqamulqrZWqmoLf+RBQCY13wTklpqnAJnUnAAyqZmATGqeAmRS8xsAmdRMQCY1N1aqamulqrZWqmprpaq2XnmYmltAnqJmAnICyKTmBpBJzaRmAjKpmYBMat4BmdR8G5BJzQ01E5ATQCY1n6xU1dZKVW2tVNXWSlVtvfIwILfUfALkBJBJzQRkUjMBuaHmSUBOAHmnZgIyqTkB5ClAJjUn1JwAcmOlqrZWqmprpaq2Vqpq65VDQCY1J9RMQE4AeQqQW2omIJ8AOaHmlpoJyCdqJiCTmicBeadmAjKpmYB800pVba1U1dZKVW2tVNUW/sglILfUTEAmNTeATGqeBOSdmltAbqn5BMik5gSQSc0EZFLzCZBJzS0gk5obK1W1tVJVWytVtbVSVVv4I5eATGomICfUTEDeqTkB5ISaW0BuqJmATGomIDfUTEAmNSeAPEXNCSCTmgnICTWfrFTV1kpVba1U1dYrh4DcUnNLzSdAJjUTkFtAJjXvgNxSc0LNCSCfqLmlZgIyqfkEyAk1f9tKVW2tVNXWSlVtrVTV1it/QM0E5ISaE0DeqTkBZFJzAshT1JwAMqk5AeQGkBNqbgH5JiDftFJVWytVtbVSVVsrVbX1yn8JkBNqvgnIpGYCcgPICTW31HwCZFJzAsikZlIzAZnU3AAyqZmATGpurFTV1kpVba1U1dZKVW3hjxwAckvNCSA31ExAJjVPAvJOzQkgk5onAXmKmgnIpOYEkE/UnAByS80nK1W1tVJVWytVtbVSVVuv/AE1T1LzCZBbQP42IJOaCcikZgJyQs1TgNwCMql5B2QCMqmZ1JwAcmOlqrZWqmprpaq2VqpqC3/kAJATaiYgJ9RMQN6peRKQp6g5AWRSMwGZ1JwA8k7NCSCTmgnIpGYC8omaCcgtNU9ZqaqtlaraWqmqrZWq2nrlL1BzAsik5h2QE2omIH8bkBNATgA5oeYdkEnNCSCTmgnIpOYTIJOaCcik5ptWqmprpaq2Vqpqa6Wqtl55GJBJzQk1E5B3aiYgJ9R8E5Bbak4AuaHmlpoJyKTmBJBPgNwCckLNJytVtbVSVVsrVbX1yh9QMwGZgNxS8w7ICSAn1ExAJjWfqDkBZAJyS80E5BM1k5oJyC0gv4GaGytVtbVSVVsrVbW1UlVbrxxS8yQ1J4B8ouY3AHJCzQkgk5oJyKTmHZATQE6omYB8k5oJyKRmAjKp+WSlqrZWqmprpaq2Vqpq65VDQE6oOQFkUjOpeQqQSc0tIJ+oOQFkUnNCzQ0gk5oTQCY1E5BJzQ0gt9TcWKmqrZWq2lqpqq2Vqtp65Q+omYCcUHMCyCdqJiC/AZBJzaRmAnJLzd8GZFIzAXmnZgIyqTkB5ISaT1aqamulqrZWqmprpaq2XvkL1ExATqj5DYBMat4BmdScADKpOQFkAvJOzQTk24B8AuTb1NxYqaqtlaraWqmqrZWq2sIfOQBkUnMCyKRmAvIUNROQE2omIDfUTEAmNU8C8hQ1J4D8k6j5ZKWqtlaqamulqrZWqmoLf+QfDsgJNROQE2omIO/UTEAmNROQE2omIJOad0BOqJmA3FJzA8iT1NxYqaqtlaraWqmqrZWq2sIfOQDkN1BzC8jfpuYEkEnNBOSGmgnIpOYWkEnNBOSdmgnIt6n5ZKWqtlaqamulqrZe+QNqvg3IJ0AmNSfUnAAyqfkEyKRmUjMBOaFmAnIDyKTmSWqeomYCMqm5sVJVWytVtbVSVVsrVbX1ysOA3FLzTWpOADkB5J2aSc0JIJOaE0CeomYCcgvINwH5ppWq2lqpqq2VqtpaqaqtV/5HATmhZlJzAsg7ICfUTGomICfUTEDeAfk2NROQT9RMQCY1E5BvWqmqrZWq2lqpqq2Vqtp65V8OyFPU3ALyTWomICfUnAAyqbmh5paaCcik5pOVqtpaqaqtlaraWqmqrVcepuZvUzMBOaHmFpBPgExqJjUngExAJjW/FZAbaiY137RSVVsrVbW1UlVbK1W19cofAPIbAJnUnAAyqXmKmgnIpOaEmhNA3qmZ1ExAJjUTkEnNCTXvgJwA8retVNXWSlVtrVTV1kpVbeGPVNV/tFJVWytVtbVSVVsrVbW1UlVbK1W1tVJVWytVtfV/eLHbvw3NdJIAAAAASUVORK5CYII=",0,,,t,1,2025-06-16 18:59:17.283363,
