id,page_id,action_name,role,is_allowed,created_at,updated_at
174,3,create,partner,f,2025-06-15 20:15:39.464922+07,2025-06-15 20:15:39.464922+07
175,3,update,partner,f,2025-06-15 20:15:39.464922+07,2025-06-15 20:15:39.464922+07
176,3,delete,partner,f,2025-06-15 20:15:39.464922+07,2025-06-15 20:15:39.464922+07
177,3,export,partner,t,2025-06-15 20:15:39.464922+07,2025-06-15 20:15:39.464922+07
178,3,view,teacher,t,2025-06-15 20:15:39.464922+07,2025-06-15 20:15:39.464922+07
179,3,create,teacher,f,2025-06-15 20:15:39.464922+07,2025-06-15 20:15:39.464922+07
180,3,update,teacher,f,2025-06-15 20:15:39.464922+07,2025-06-15 20:15:39.464922+07
181,3,delete,teacher,f,2025-06-15 20:15:39.464922+07,2025-06-15 20:15:39.464922+07
182,3,export,teacher,f,2025-06-15 20:15:39.464922+07,2025-06-15 20:15:39.464922+07
183,11,view,admin,t,2025-06-15 20:15:39.464922+07,2025-06-15 20:15:39.464922+07
184,11,view,collector,t,2025-06-15 20:15:39.464922+07,2025-06-15 20:15:39.464922+07
185,11,view,coordinator,t,2025-06-15 20:15:39.464922+07,2025-06-15 20:15:39.464922+07
186,11,view,director,t,2025-06-15 20:15:39.464922+07,2025-06-15 20:15:39.464922+07
187,11,view,intern,t,2025-06-15 20:15:39.464922+07,2025-06-15 20:15:39.464922+07
188,11,view,partner,t,2025-06-15 20:15:39.464922+07,2025-06-15 20:15:39.464922+07
189,11,view,teacher,t,2025-06-15 20:15:39.464922+07,2025-06-15 20:15:39.464922+07
190,4,create,admin,t,2025-06-15 20:16:09.441863+07,2025-06-15 20:16:09.441863+07
191,4,update,admin,t,2025-06-15 20:16:11.375753+07,2025-06-15 20:16:11.375753+07
192,4,delete,admin,t,2025-06-15 20:16:12.38178+07,2025-06-15 20:16:12.38178+07
193,4,export,admin,t,2025-06-15 20:16:13.718554+07,2025-06-15 20:16:13.718554+07
194,4,bulk_update,admin,t,2025-06-15 20:16:15.103319+07,2025-06-15 20:16:15.103319+07
195,1,create,admin,t,2025-06-15 20:16:19.788516+07,2025-06-15 20:16:19.788516+07
196,1,update,admin,t,2025-06-15 20:16:20.547757+07,2025-06-15 20:16:20.547757+07
197,1,delete,admin,t,2025-06-15 20:16:21.582545+07,2025-06-15 20:16:21.582545+07
198,1,export,admin,t,2025-06-15 20:16:22.389886+07,2025-06-15 20:16:22.389886+07
199,1,bulk_update,admin,t,2025-06-15 20:16:23.420124+07,2025-06-15 20:16:23.420124+07
200,12,create,admin,t,2025-06-15 20:16:26.261872+07,2025-06-15 20:16:26.261872+07
201,12,update,admin,t,2025-06-15 20:16:27.067978+07,2025-06-15 20:16:27.067978+07
202,12,delete,admin,t,2025-06-15 20:16:28.24479+07,2025-06-15 20:16:28.24479+07
203,12,export,admin,t,2025-06-15 20:16:29.131454+07,2025-06-15 20:16:29.131454+07
204,12,bulk_update,admin,t,2025-06-15 20:16:30.399268+07,2025-06-15 20:16:30.399268+07
205,8,bulk_update,admin,t,2025-06-15 20:16:35.293382+07,2025-06-15 20:16:35.293382+07
206,13,create,admin,t,2025-06-15 20:16:37.894426+07,2025-06-15 20:16:37.894426+07
207,13,update,admin,t,2025-06-15 20:16:40.634048+07,2025-06-15 20:16:40.634048+07
208,13,delete,admin,t,2025-06-15 20:16:41.614781+07,2025-06-15 20:16:41.614781+07
209,13,export,admin,t,2025-06-15 20:16:42.616127+07,2025-06-15 20:16:42.616127+07
210,13,bulk_update,admin,t,2025-06-15 20:16:43.878509+07,2025-06-15 20:16:43.878509+07
211,9,create,admin,t,2025-06-15 20:16:46.484162+07,2025-06-15 20:16:46.484162+07
212,9,update,admin,t,2025-06-15 20:16:47.304735+07,2025-06-15 20:16:47.304735+07
213,9,delete,admin,t,2025-06-15 20:16:48.436659+07,2025-06-15 20:16:48.436659+07
214,9,export,admin,t,2025-06-15 20:16:49.234616+07,2025-06-15 20:16:49.234616+07
215,9,bulk_update,admin,t,2025-06-15 20:16:50.846652+07,2025-06-15 20:16:50.846652+07
216,5,create,admin,t,2025-06-15 20:17:02.320693+07,2025-06-15 20:17:02.320693+07
217,5,update,admin,t,2025-06-15 20:17:03.447038+07,2025-06-15 20:17:03.447038+07
218,5,delete,admin,t,2025-06-15 20:17:04.550965+07,2025-06-15 20:17:04.550965+07
219,5,bulk_update,admin,t,2025-06-15 20:17:05.669639+07,2025-06-15 20:17:05.669639+07
220,2,bulk_update,admin,t,2025-06-15 20:17:08.135063+07,2025-06-15 20:17:08.135063+07
221,6,create,admin,t,2025-06-15 20:17:10.580175+07,2025-06-15 20:17:10.580175+07
222,6,delete,admin,t,2025-06-15 20:17:11.66705+07,2025-06-15 20:17:11.66705+07
223,6,export,admin,t,2025-06-15 20:17:12.438694+07,2025-06-15 20:17:12.438694+07
224,6,bulk_update,admin,t,2025-06-15 20:17:13.64475+07,2025-06-15 20:17:13.64475+07
225,7,create,admin,t,2025-06-15 20:17:16.023553+07,2025-06-15 20:17:16.023553+07
226,7,update,admin,t,2025-06-15 20:17:16.941172+07,2025-06-15 20:17:16.941172+07
227,7,delete,admin,t,2025-06-15 20:17:17.747499+07,2025-06-15 20:17:17.747499+07
228,7,export,admin,t,2025-06-15 20:17:18.670437+07,2025-06-15 20:17:18.670437+07
229,7,bulk_update,admin,t,2025-06-15 20:17:19.836823+07,2025-06-15 20:17:19.836823+07
667,16,delete,director,t,2025-06-16 23:33:34.550817+07,2025-06-16 23:33:34.550817+07
668,16,delete,partner,t,2025-06-16 23:33:35.60547+07,2025-06-16 23:33:35.60547+07
669,16,bulk_update,partner,t,2025-06-16 23:33:37.011295+07,2025-06-16 23:33:37.011295+07
756,49,create,partner,t,2025-06-17 05:33:52.660212+07,2025-06-17 05:33:52.660212+07
235,3,bulk_update,admin,t,2025-06-15 20:17:29.758554+07,2025-06-15 20:17:29.758554+07
236,11,create,admin,t,2025-06-15 20:17:32.487343+07,2025-06-15 20:17:32.487343+07
237,11,update,admin,t,2025-06-15 20:17:33.463858+07,2025-06-15 20:17:33.463858+07
238,11,export,admin,t,2025-06-15 20:17:34.993181+07,2025-06-15 20:17:34.993181+07
239,11,bulk_update,admin,t,2025-06-15 20:17:36.259304+07,2025-06-15 20:17:36.259304+07
240,11,delete,admin,t,2025-06-15 20:17:38.38727+07,2025-06-15 20:17:38.38727+07
757,49,update,partner,t,2025-06-17 05:33:52.660212+07,2025-06-17 05:33:52.660212+07
758,49,delete,partner,t,2025-06-17 05:33:52.660212+07,2025-06-17 05:33:52.660212+07
759,49,export,partner,t,2025-06-17 05:33:52.660212+07,2025-06-17 05:33:52.660212+07
760,49,view,coordinator,t,2025-06-17 05:33:52.660212+07,2025-06-17 05:33:52.660212+07
761,49,create,coordinator,t,2025-06-17 05:33:52.660212+07,2025-06-17 05:33:52.660212+07
762,49,update,coordinator,t,2025-06-17 05:33:52.660212+07,2025-06-17 05:33:52.660212+07
763,49,delete,coordinator,t,2025-06-17 05:33:52.660212+07,2025-06-17 05:33:52.660212+07
764,49,export,coordinator,t,2025-06-17 05:33:52.660212+07,2025-06-17 05:33:52.660212+07
